,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
12,Wesley Bialosuknia,SG,22,OAK,70,,17.5,3.4,8.1,.418,0.4,1.0,.397,3.0,7.1,.421,.443,1.5,1.9,.780,,,1.3,0.8,,,0.9,1.4,8.7
13,Ron Bonham,SF,25,INA,42,,10.1,1.9,5.0,.381,0.0,0.0,.000,1.9,5.0,.385,.381,2.0,2.5,.810,,,1.4,0.3,,,0.8,0.9,5.8
14,Tommie Bowens,PF,27,DNR,67,,19.2,2.6,6.8,.391,0.0,0.0,.500,2.6,6.7,.390,.392,0.8,1.3,.611,,,5.6,0.6,,,1.2,2.4,6.1
15,Orbie Bowling,C,28,KEN,11,,8.2,0.8,2.5,.321,0.0,0.0,,0.8,2.5,.321,.321,0.3,1.1,.250,,,2.6,0.1,,,0.5,1.5,1.9
16,Gary Bradds,PF,25,OAK,49,,21.5,4.1,9.0,.452,0.0,0.1,.000,4.1,8.9,.456,.452,4.5,5.8,.781,,,5.9,1.0,,,1.7,2.7,12.6
17,Bill Bradley,SG,26,KEN,58,,9.0,1.4,4.4,.318,0.1,0.3,.167,1.4,4.1,.329,.324,0.9,1.0,.911,,,0.8,0.9,,,0.9,0.7,3.8
18,Jesse Branson,SF,26,NOB,78,,24.3,4.8,11.2,.429,0.0,0.1,.222,4.8,11.1,.431,.430,4.3,6.1,.702,,,6.9,0.9,,,1.5,3.2,13.9
19,Larry Brown*,PG,27,NOB,78,,36.0,4.2,11.6,.366,0.2,1.1,.213,4.0,10.4,.383,.377,4.7,5.8,.813,,,3.2,6.5,,,4.6,2.8,13.4
20,Roger Brown*,SF,25,INA,76,,39.1,7.2,16.9,.423,0.2,0.7,.259,7.0,16.2,.430,.428,5.1,6.8,.754,,,8.5,4.3,,,3.5,3.9,19.6
21,Larry Bunce,C,22,ANA,71,,31.9,4.2,10.1,.419,0.0,0.0,.000,4.2,10.1,.420,.419,3.6,5.0,.727,,,8.3,1.1,,,1.9,2.7,12.1
22,Jim Burns,SG,22,DLC,33,,11.9,1.6,4.2,.380,0.0,0.1,.000,1.6,4.1,.385,.380,1.5,2.7,.573,,,1.8,0.7,,,1.3,1.6,4.7
23,Jim Caldwell,C,25,TOT,70,,26.3,3.2,7.6,.417,0.0,0.1,.167,3.2,7.6,.420,.418,1.4,2.4,.596,,,9.0,2.1,,,1.7,3.3,7.8
24,Darel Carrier,SG,27,KEN,77,,41.5,8.4,20.1,.416,1.1,3.1,.357,7.3,17.0,.427,.443,5.1,6.2,.825,,,4.6,2.2,,,3.0,3.4,22.9
25,Stephen Chubin,SG,23,ANA,77,,31.7,5.7,13.7,.415,0.0,0.1,.200,5.7,13.6,.417,.416,6.7,8.3,.811,,,5.6,4.7,,,4.0,3.8,18.2
26,Richard Clark,PG,24,MNM,26,,15.9,1.8,5.8,.307,0.0,0.4,.000,1.8,5.4,.329,.307,1.8,3.0,.608,,,2.0,1.3,,,1.3,1.9,5.4
27,John Comeaux,F,24,NOB,23,,8.2,1.2,2.7,.429,0.0,0.0,,1.2,2.7,.429,.429,1.0,1.4,.719,,,1.2,0.5,,,0.7,1.2,3.3
28,Jeffrey Congdon,PG,24,TOT,64,,15.9,2.3,6.3,.371,0.2,0.8,.241,2.1,5.5,.391,.387,0.8,1.0,.766,,,1.7,2.1,,,1.9,1.3,5.7
29,Larry Conley,SG,24,KEN,1,,18.0,1.0,4.0,.250,0.0,0.0,,1.0,4.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,0.0,,,3.0,0.0,2.0
30,Bill Crow,G,27,ANA,1,,16.0,1.0,8.0,.125,0.0,0.0,,1.0,8.0,.125,.125,1.0,4.0,.250,,,2.0,0.0,,,1.0,0.0,3.0
31,Mike Dabich,C,25,TOT,10,,4.9,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.4,0.9,.444,,,1.3,0.2,,,0.5,1.2,2.0
32,Louie Dampier*,PG,23,KEN,72,,41.1,8.6,20.5,.421,0.5,2.0,.268,8.1,18.5,.437,.434,2.9,3.5,.823,,,4.6,3.6,,,2.3,2.0,20.7
33,Mel Daniels*,C,23,MNM,78,,37.7,8.6,21.0,.408,0.0,0.1,.200,8.6,21.0,.409,.408,5.0,8.7,.575,6.4,9.1,15.6,1.4,,,3.0,3.4,22.2
34,Ollie Darden,PF,23,INA,77,,26.6,4.8,10.8,.446,0.0,0.0,.000,4.8,10.8,.447,.446,2.3,3.5,.667,,,6.8,0.9,,,1.8,3.6,12.0
35,Warren Davis,PF,24,ANA,54,,33.6,6.4,14.0,.453,0.0,0.1,.143,6.3,13.9,.455,.453,4.2,6.5,.649,4.1,6.4,10.5,1.4,,,2.4,3.6,17.0
36,Jimmy Dawson,PG,22,INA,21,,13.7,2.2,6.3,.346,0.0,0.3,.143,2.1,6.0,.357,.350,1.2,2.0,.581,,,1.0,1.5,,,0.8,0.8,5.6
37,John Dickson,C,22,NOB,21,,4.8,0.7,1.9,.359,0.0,0.0,,0.7,1.9,.359,.359,0.4,0.6,.615,,,1.6,0.1,,,0.5,0.5,1.7
38,Craig Dill,C,23,PTP,65,,20.8,2.9,7.5,.383,0.0,0.0,.000,2.9,7.5,.386,.383,1.1,1.6,.670,,,5.8,0.5,,,1.0,2.5,6.8
39,Harry Dinnel,F-G,27,ANA,11,,7.9,0.5,1.7,.316,0.0,0.0,,0.5,1.7,.316,.316,0.6,0.7,.875,,,2.1,0.5,,,0.7,1.3,1.7
40,Bobby Edmonds,SF,26,INA,72,,18.6,3.0,6.8,.436,0.0,0.1,.167,2.9,6.7,.440,.438,2.1,3.2,.655,,,5.2,0.4,,,1.7,2.5,8.0
41,John Fairchild,SF,24,ANA,62,,21.1,4.4,10.0,.437,0.0,0.1,.250,4.4,9.9,.438,.438,2.2,3.2,.675,,,5.4,1.0,,,1.7,2.5,10.9
42,Ronald Franz,SF,22,OAK,74,,28.1,4.8,12.2,.392,0.3,1.3,.258,4.4,10.9,.408,.406,2.7,3.9,.691,,,6.3,1.7,,,2.3,3.4,12.6
43,Will Frazier,PF,25,HSM,76,,28.0,4.7,11.4,.411,0.0,0.0,.500,4.7,11.4,.411,.412,3.0,4.9,.606,,,8.8,1.4,,,1.9,2.9,12.4
44,Donnie Freeman,SG,23,MNM,69,,35.2,6.0,14.7,.409,0.0,0.1,.000,6.0,14.6,.411,.409,4.3,6.0,.715,,,4.7,2.8,,,2.7,2.7,16.3
45,Smokey Gaines,SG,27,KEN,3,,12.0,1.3,5.3,.250,0.3,0.3,1.000,1.0,5.0,.200,.281,0.3,0.7,.500,,,3.3,0.0,,,0.0,1.3,3.3
46,Chuck Gardner,PF,23,DNR,42,,11.6,1.7,4.2,.406,0.0,0.1,.000,1.7,4.1,.415,.406,1.3,1.9,.696,,,3.2,0.3,,,1.2,1.8,4.7
47,Bill Garner,C,27,ANA,53,,9.7,0.5,1.9,.272,0.0,0.0,.000,0.5,1.9,.275,.272,0.5,0.9,.500,,,2.2,0.5,,,0.9,1.9,1.5
48,Gerald Govan,C,26,NOB,78,,20.3,2.0,5.0,.400,0.0,0.0,1.000,2.0,5.0,.398,.401,1.0,1.7,.603,,,7.6,1.2,,,1.3,2.0,5.0
49,Calvin Graham,G,23,PTP,8,,6.5,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.6,1.0,.625,,,1.3,0.0,,,0.1,1.5,1.6
50,Jim Hadnot,C,28,OAK,77,,39.0,6.3,13.6,.467,0.0,0.0,.000,6.3,13.5,.468,.467,4.8,7.2,.668,3.9,8.2,12.2,1.8,,,2.2,3.6,17.5
51,Cliff Hagan*,SF,36,DLC,56,,31.0,6.6,13.6,.489,0.0,0.1,.000,6.6,13.5,.491,.489,4.9,6.3,.789,,,6.0,4.9,,,3.9,3.6,18.2
52,Hal Hale,PG,22,HSM,72,,23.7,1.8,5.7,.326,0.5,1.6,.313,1.4,4.1,.331,.369,0.8,1.2,.674,,,2.9,2.0,,,1.3,2.0,5.0
53,Julian Hammond,SF,24,DNR,74,,18.4,3.0,6.2,.489,0.0,0.0,,3.0,6.2,.489,.489,1.9,2.8,.684,,,4.4,0.8,,,1.3,1.5,8.0
54,Joe Hamood,SG,24,HSM,76,,24.2,3.6,10.8,.335,0.2,1.0,.205,3.4,9.8,.348,.344,2.4,3.3,.738,,,2.9,3.0,,,1.7,2.6,9.9
55,Reggie Harding,C,25,INA,25,,33.6,5.7,12.6,.452,0.0,0.0,.000,5.7,12.5,.454,.452,2.1,3.6,.578,,,13.4,2.1,,,3.1,2.4,13.4
56,Darrell Hardy,F,,HSM,17,,10.1,1.9,4.4,.432,0.0,0.1,.000,1.9,4.3,.438,.432,1.5,2.1,.714,,,3.3,0.5,,,0.7,1.4,5.2
57,Ira Harge,C,26,TOT,82,,32.9,3.8,9.5,.398,0.0,0.0,,3.8,9.5,.398,.398,2.5,3.6,.678,,,12.7,1.2,,,2.2,3.6,10.0
58,Jerry Harkness,PG,27,INA,71,,17.5,2.4,5.5,.437,0.0,0.1,.200,2.4,5.5,.440,.438,2.1,3.1,.682,,,2.7,1.8,,,1.1,1.5,7.0
59,Connie Hawkins*,C,25,PTP,70,,44.9,9.1,17.5,.519,0.0,0.1,.222,9.0,17.3,.521,.520,8.6,11.3,.764,5.3,8.2,13.5,4.6,,,2.9,3.5,26.8
60,Art Heyman,SF-SG,26,TOT,73,,35.0,6.3,14.5,.432,0.5,1.8,.261,5.8,12.7,.457,.448,5.5,7.5,.731,,,6.8,3.8,,,3.3,2.6,18.5
61,Wayne Hightower,PF,28,DNR,74,,33.2,5.8,15.2,.383,0.0,0.1,.000,5.8,15.1,.385,.383,5.7,7.3,.773,,,7.2,1.9,,,2.2,3.2,17.3
62,Bob Hogsett,F,27,PTP,13,,9.2,0.5,1.5,.350,0.0,0.0,,0.5,1.5,.350,.350,0.5,1.3,.412,,,1.8,0.1,,,0.3,0.8,1.6
63,Dennis Holman,PG,22,DLC,46,,12.0,1.2,3.3,.359,0.1,0.2,.444,1.1,3.1,.354,.373,1.3,2.2,.602,,,1.7,1.6,,,0.9,1.8,3.8
64,Carroll Hooser,PF,23,DLC,56,,12.9,2.3,5.3,.431,0.0,0.0,1.000,2.3,5.3,.429,.433,1.1,1.5,.711,,,3.9,0.5,,,0.9,2.5,5.6
65,Tom Hoover,C,27,DNR,70,,22.7,2.3,5.1,.451,0.1,0.1,.400,2.2,5.0,.452,.457,1.8,2.9,.621,,,7.0,0.9,,,2.0,3.8,6.5
66,Ron Horn,SF,29,DNR,1,,6.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,2.0,2.0,1.000,,,1.0,0.0,,,1.0,0.0,2.0
67,Les Hunter,PF,25,MNM,75,,34.0,6.8,16.1,.425,0.0,0.2,.118,6.8,15.9,.429,.426,3.9,6.2,.620,4.4,5.4,9.8,1.5,,,2.7,4.0,17.6
68,Ervin Inniger,SG,23,MNM,75,,26.6,4.6,10.5,.437,0.1,0.5,.143,4.5,10.1,.450,.440,1.3,1.8,.723,,,4.3,1.5,,,1.3,2.7,10.6
69,Tony Jackson,SG,25,NJA,74,,35.6,6.1,15.8,.383,1.2,4.1,.301,4.8,11.7,.412,.422,6.1,7.3,.829,,,6.8,1.9,,,1.9,2.5,19.4
70,Jim Jarvis,PG,24,PTP,63,,13.0,2.1,5.4,.385,0.2,0.8,.250,1.9,4.7,.407,.402,0.8,1.0,.828,,,1.7,1.1,,,0.8,1.6,5.2
71,Stew Johnson,PF,23,TOT,72,,20.5,3.5,10.3,.343,0.3,1.1,.316,3.2,9.2,.346,.360,1.0,1.6,.611,,,5.8,0.7,,,1.2,2.0,8.4
72,Jimmy Jones,SG,23,NOB,78,,41.7,7.1,15.1,.467,0.0,0.1,.222,7.0,15.0,.468,.467,4.6,6.5,.709,,,5.7,2.3,,,3.1,3.1,18.8
73,Larry Jones,PG,25,DNR,76,,40.6,7.9,18.5,.427,0.1,0.6,.190,7.8,18.0,.435,.430,7.0,9.0,.776,,,7.9,3.6,,,3.1,3.5,22.9
74,Steve Jones,SG,25,OAK,76,,25.7,3.7,8.8,.418,0.3,0.7,.426,3.4,8.0,.417,.435,2.4,3.1,.798,,,4.5,1.5,,,1.8,3.1,10.1
75,Gary Keller,PF,23,MNM,69,,17.6,2.7,7.0,.381,0.0,0.0,.000,2.7,7.0,.383,.381,2.0,3.1,.650,,,5.6,0.6,,,1.3,2.4,7.3
76,Arvesta Kelly,G,22,PTP,16,,9.1,1.6,4.8,.342,0.2,0.8,.231,1.4,3.9,.365,.362,0.5,0.8,.615,,,2.1,0.8,,,0.6,2.1,3.9
77,Tom Kerwin,F,23,PTP,13,,5.2,0.5,1.7,.318,0.0,0.0,,0.5,1.7,.318,.318,0.0,0.2,.000,,,1.5,0.1,,,0.2,0.4,1.1
78,Ronald Kozlicki,SF,23,INA,37,,9.6,1.1,3.3,.339,0.2,0.8,.207,0.9,2.5,.380,.364,0.6,0.9,.618,,,1.9,0.4,,,0.5,0.8,2.9
79,Steven Kramer,SG,23,ANA,50,,22.8,4.4,9.9,.439,0.0,0.1,.200,4.3,9.8,.441,.440,2.6,3.3,.782,,,3.5,1.7,,,1.9,3.0,11.3
80,Terry Kunze,SG,24,MNM,46,,14.4,1.8,5.3,.339,0.1,0.2,.455,1.7,5.1,.333,.349,1.3,2.2,.578,,,1.6,1.0,,,1.3,1.7,5.0
81,David Lee,SF,25,OAK,54,,13.9,2.3,5.1,.453,0.0,0.1,.333,2.3,5.0,.456,.457,2.2,2.6,.857,,,3.4,0.4,,,0.8,1.5,6.9
82,Dick Lee,F,,ANA,2,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.5,0.5,,,0.0,0.0,0.0
83,Leary Lentz,SF,22,HSM,78,,32.1,4.4,10.8,.406,0.0,0.0,.000,4.4,10.8,.407,.406,1.9,2.8,.665,,,8.3,1.1,,,1.2,2.2,10.7
84,Freddie Lewis,SG,24,INA,76,,38.4,7.1,16.9,.421,0.2,1.0,.216,6.9,16.0,.434,.427,6.1,7.7,.798,,,5.8,2.4,,,2.8,2.9,20.6
85,Barry Liebowitz,PG-SG,22,TOT,82,,26.4,3.9,10.6,.367,0.1,0.5,.154,3.8,10.2,.376,.370,3.0,3.8,.805,,,2.1,3.7,,,2.7,2.5,10.9
86,Goose Ligon,PF,23,KEN,78,,35.9,5.5,12.1,.454,0.0,0.1,.250,5.5,12.0,.455,.455,5.2,7.6,.681,4.7,7.2,11.9,1.8,,,2.4,3.9,16.2
87,Bobby Lloyd,PG,22,NJA,58,,17.2,2.5,6.0,.421,0.1,0.1,.375,2.5,5.9,.422,.426,2.9,3.4,.854,,,1.9,1.6,,,1.3,2.0,8.1
88,Riney Lochmann,SF,23,DLC,63,,12.8,1.7,4.5,.379,0.0,0.1,.250,1.7,4.5,.381,.381,0.8,1.3,.620,,,2.6,0.7,,,0.6,1.8,4.2
89,R.B. Lynam,G,,DNR,7,,5.6,0.7,2.4,.294,0.0,0.1,.000,0.7,2.3,.313,.294,1.0,1.1,.875,,,0.7,0.0,,,0.7,1.4,2.4
90,Randolph Mahaffey,SF,22,KEN,75,,31.0,5.0,11.7,.426,0.0,0.0,.000,5.0,11.6,.427,.426,3.7,5.5,.684,3.5,5.7,9.1,1.7,,,3.0,3.7,13.7
91,Guy Manning,SF,23,HSM,59,,18.8,3.5,8.5,.410,0.0,0.1,.333,3.5,8.4,.411,.412,1.9,3.4,.578,,,5.3,0.6,,,0.9,2.6,9.0
92,Johnny Mathis,PF,24,NJA,51,,12.9,1.4,3.6,.371,0.0,0.0,.000,1.4,3.6,.375,.371,0.7,1.1,.636,,,3.8,0.5,,,0.8,2.0,3.4
93,Elton McGriff,C,25,DLC,20,,18.5,2.5,4.5,.551,0.0,0.0,,2.5,4.5,.551,.551,1.7,3.1,.532,,,5.7,0.1,,,1.1,3.3,6.6
94,Maurice McHartley,PG,25,DLC,58,,37.5,5.7,14.2,.400,0.1,0.3,.176,5.6,13.9,.405,.402,3.9,5.6,.694,,,4.7,4.0,,,4.2,3.7,15.3
95,Bob McIntyre,SF,24,NJA,21,,21.5,3.3,8.9,.374,0.0,0.0,.000,3.3,8.9,.376,.374,1.6,2.8,.586,,,4.8,0.5,,,1.3,1.3,8.3
96,Dewitt Menyard,C,23,HSM,71,,24.7,3.6,9.7,.370,0.0,0.0,,3.6,9.7,.370,.370,1.8,2.8,.665,,,7.8,1.2,,,1.4,3.1,9.1
97,Bill Meyer,G,24,PTP,7,,6.4,1.4,3.1,.455,0.0,0.0,,1.4,3.1,.455,.455,0.3,0.3,1.000,,,0.7,0.1,,,0.3,1.0,3.1
98,Leland Mitchell,SG,26,NOB,78,,14.0,1.6,4.5,.349,0.3,1.0,.276,1.3,3.5,.369,.379,0.7,1.1,.659,,,2.3,0.9,,,1.4,2.0,4.1
99,Doug Moe,SF,29,NOB,78,,39.9,8.5,20.6,.413,0.0,0.3,.136,8.5,20.4,.417,.414,7.1,8.9,.795,3.2,7.0,10.2,2.6,,,2.6,3.6,24.2
100,Wayne Molis,C,24,TOT,46,,11.6,2.1,4.9,.427,0.0,0.1,.667,2.0,4.8,.423,.431,0.9,1.3,.672,,,3.7,0.8,,,0.6,1.1,5.1
101,Larry Moore,F,25,ANA,12,,6.5,0.7,2.8,.242,0.0,0.4,.000,0.7,2.3,.286,.242,0.9,1.1,.846,,,1.3,0.1,,,0.6,1.4,2.3
102,Richie Moore,SG,,DNR,18,,11.7,1.3,3.9,.338,0.0,0.1,.000,1.3,3.8,.348,.338,1.2,1.6,.750,,,1.1,0.4,,,1.3,0.9,3.8
103,Jackie Moreland,PF,29,NOB,76,,30.7,6.0,13.8,.437,0.0,0.1,.500,6.0,13.8,.436,.438,2.5,3.5,.730,,,8.1,1.8,,,1.6,3.8,14.6
104,John Morrison,G,22,DNR,9,,8.4,1.1,3.8,.294,0.1,0.7,.167,1.0,3.1,.321,.309,0.7,1.0,.667,,,1.0,0.8,,,1.0,1.7,3.0
105,Willie Murrell,SF,26,DNR,71,,35.1,7.0,15.1,.466,0.0,0.2,.273,7.0,14.9,.468,.467,2.3,3.3,.703,,,9.0,0.9,,,1.6,2.8,16.4
106,Cotton Nash,SF,25,KEN,39,,20.2,2.7,7.8,.348,0.0,0.0,.000,2.7,7.8,.349,.348,3.1,4.2,.747,,,4.9,1.2,,,1.3,1.6,8.5
107,Bob Netolicky,PF,25,INA,71,,33.6,6.6,13.1,.504,0.0,0.0,.000,6.6,13.1,.505,.504,3.1,5.2,.596,4.4,7.1,11.5,1.0,,,2.0,2.3,16.3
108,Mel Nowell,PG,28,NJA,76,,20.5,3.6,8.9,.402,0.1,0.4,.281,3.5,8.5,.408,.409,2.3,2.8,.826,,,2.5,2.0,,,1.9,2.5,9.6
109,Errol Palmer,SF,,MNM,63,,18.9,2.6,7.2,.364,0.0,0.0,,2.6,7.2,.364,.364,2.7,4.0,.672,,,7.5,1.4,,,1.2,2.7,7.9
110,Richard Parks,SF,24,PTP,40,,9.4,1.5,3.3,.444,0.0,0.1,.333,1.5,3.3,.446,.447,0.3,0.5,.571,,,2.9,0.4,,,0.5,1.7,3.3
111,Rich Peek,C,24,DLC,51,,14.9,2.0,4.1,.483,0.0,0.0,,2.0,4.1,.483,.483,0.7,1.3,.538,,,3.9,0.4,,,1.0,1.8,4.6
112,George Peeples,C,24,INA,65,,18.5,2.1,5.2,.407,0.0,0.0,.000,2.1,5.2,.411,.407,1.8,2.9,.612,,,5.8,0.4,,,1.1,2.1,6.0
113,Ron Perry,PG,24,MNM,67,,31.7,5.1,13.1,.386,0.9,2.7,.348,4.1,10.4,.396,.421,1.8,2.7,.659,,,3.3,2.1,,,2.5,2.3,12.8
114,Mel Peterson,SF,29,OAK,77,,20.6,4.2,9.8,.427,0.1,0.4,.265,4.1,9.4,.435,.433,1.0,1.2,.817,,,5.9,1.4,,,1.5,2.1,9.5
115,Jerry Pettway,SG,23,HSM,76,,20.7,3.8,11.0,.345,0.2,0.8,.281,3.6,10.3,.350,.354,1.6,2.4,.650,,,3.6,1.4,,,1.1,1.7,9.4
116,Willie Porter,PF,25,TOT,56,,23.1,4.0,9.8,.412,0.0,0.0,,4.0,9.8,.412,.412,3.6,5.3,.677,,,8.0,1.1,,,2.8,3.4,11.6
117,John Postley,F,27,PTP,1,,6.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,,,6.0,1.0,,,1.0,1.0,2.0
118,Cincinnatus Powell,SF,25,DLC,77,,32.8,6.9,14.1,.489,0.0,0.1,.250,6.9,14.1,.490,.490,4.5,6.4,.692,,,9.0,1.4,,,2.5,3.3,18.3
119,Marlbert Pradd,SG,23,NOB,29,,4.3,0.9,2.1,.450,0.0,0.0,,0.9,2.1,.450,.450,0.7,0.9,.741,,,0.9,0.1,,,0.6,0.8,2.6
120,Bobby Rascoe,SF,27,KEN,77,,20.9,3.2,7.3,.435,0.0,0.1,.000,3.2,7.2,.439,.435,2.5,3.2,.763,,,3.7,1.3,,,1.1,2.1,8.8
121,Jimmy Rayl,PG,26,INA,74,,29.6,4.3,11.1,.387,0.8,2.4,.326,3.5,8.7,.404,.422,2.6,3.3,.802,,,3.2,2.8,,,2.6,2.7,12.0
122,Kendall Rhine,C,24,KEN,52,,10.6,1.0,3.0,.316,0.0,0.0,.000,1.0,3.0,.318,.316,0.5,1.1,.482,,,4.5,0.6,,,0.7,2.3,2.4
123,Bob Riedy,PF,22,HSM,23,,14.4,2.0,5.6,.349,0.0,0.0,,2.0,5.6,.349,.349,1.8,2.9,.612,,,3.0,0.2,,,0.9,1.2,5.7
124,Red Robbins,C,23,NOB,73,,29.6,6.1,12.6,.488,0.0,0.1,.333,6.1,12.5,.489,.489,3.4,4.2,.795,5.0,7.2,12.2,1.0,,,1.6,2.2,15.7
125,Joe Roberts,SF,31,KEN,37,,15.2,1.5,3.9,.370,0.0,0.1,.333,1.4,3.9,.371,.373,0.8,1.4,.560,,,3.8,0.4,,,0.8,1.7,3.7
126,Rubin Russell,SG,23,TOT,26,,10.3,2.2,6.1,.354,0.2,0.8,.182,2.0,5.2,.382,.367,1.0,1.6,.610,,,2.0,0.3,,,1.2,1.5,5.4
127,Al Salvadori,F,22,OAK,17,,10.9,1.2,3.4,.362,0.1,0.1,1.000,1.2,3.4,.351,.371,0.6,0.9,.688,,,2.7,0.2,,,0.7,1.6,3.2
128,Roger Schurig,PG,25,HSM,21,,12.0,1.7,4.5,.372,0.1,0.4,.375,1.5,4.1,.372,.388,1.3,1.7,.750,,,1.4,0.9,,,1.1,1.8,4.8
129,Paul Scranton,F,23,ANA,5,,8.2,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.2,0.8,.250,,,3.2,0.2,,,0.2,1.0,1.8
130,Lester Selvage,PG,24,ANA,78,,31.2,4.8,13.4,.355,1.9,5.9,.319,2.9,7.5,.384,.426,2.6,3.6,.741,,,2.8,3.2,,,2.5,3.1,14.0
131,Grant Simmons,PG,24,DNR,78,,29.0,3.7,8.8,.424,0.0,0.3,.045,3.7,8.5,.437,.425,2.7,3.8,.705,,,3.1,2.3,,,2.0,3.0,10.2
132,Walter Simon,SF,28,NJA,78,,32.3,5.6,12.2,.453,0.0,0.2,.067,5.5,12.1,.460,.454,2.2,3.4,.635,,,6.7,2.7,,,2.2,3.5,13.3
133,Bob Sims,SG,29,ANA,2,,9.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,2.0,3.0,.667,,,0.5,1.0,,,0.0,3.0,4.0
134,Sam Smith,SF,24,MNM,77,,28.2,3.7,9.7,.379,0.0,0.1,.333,3.7,9.7,.379,.380,2.4,3.6,.661,,,7.6,1.1,,,1.2,2.2,9.8
135,Willie Somerset,PG,25,HSM,61,,38.3,7.7,17.1,.448,0.5,1.8,.308,7.1,15.3,.464,.464,5.9,7.5,.780,,,5.0,3.7,,,2.7,3.5,21.7
136,Bruce Spraggins,SF,28,NJA,70,,22.7,4.4,9.8,.446,0.0,0.1,.400,4.3,9.7,.446,.448,3.4,4.8,.708,,,4.7,0.9,,,1.2,2.5,12.2
137,Randy Stoll,PF,,ANA,25,,16.1,2.6,5.5,.478,0.0,0.0,,2.6,5.5,.478,.478,0.4,1.0,.400,,,3.6,0.5,,,1.1,1.7,5.7
138,Red Stroud,G,26,NOB,7,,4.7,0.7,1.6,.455,0.1,0.1,1.000,0.6,1.4,.400,.500,1.3,1.4,.900,,,0.3,0.1,,,1.3,1.0,2.9
139,George Sutor,C,24,KEN,1,,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,1.0,0.0,,,0.0,2.0,0.0
