,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
13,George Bucci,SG,22,NYA,33,,7.2,1.5,3.8,.403,0.0,0.1,.000,1.5,3.6,.417,.403,0.8,1.2,.683,0.5,0.7,1.1,0.5,0.4,0.1,0.7,0.6,3.9
14,Ticky Burden,SG,22,VIR,71,,30.7,7.9,17.6,.450,0.1,0.5,.222,7.8,17.1,.457,.453,4.0,5.2,.767,1.5,1.3,2.8,1.8,1.5,0.1,2.5,2.6,19.9
15,Don Buse,PG,25,INA,84,,40.2,4.8,10.6,.451,0.9,2.5,.346,3.9,8.1,.483,.492,2.1,2.6,.814,1.1,2.8,3.8,8.2,4.1,0.4,1.9,2.3,12.5
16,Mack Calvin,PG,28,VIR,45,,36.8,6.8,15.9,.427,0.2,0.6,.269,6.6,15.4,.433,.432,5.6,6.3,.888,0.8,2.0,2.8,6.0,1.6,0.0,4.3,2.7,19.4
17,M.L. Carr,SF,25,SSL,74,,29.4,5.1,10.6,.483,0.1,0.3,.375,5.0,10.3,.487,.489,1.9,2.8,.665,2.3,3.9,6.2,3.0,1.7,0.6,2.2,3.0,12.2
18,George Carter,SF,32,UTS,10,,18.0,2.5,6.5,.385,0.0,0.0,,2.5,6.5,.385,.385,3.2,4.1,.780,1.1,2.0,3.1,1.5,0.5,0.3,1.6,2.7,8.2
19,Don Chaney,SG,29,SSL,48,,30.7,4.0,9.5,.418,0.0,0.1,.250,4.0,9.4,.419,.419,1.3,1.7,.780,2.4,2.5,4.9,3.5,1.4,0.8,2.5,3.5,9.3
20,Jimmy Conner,SG,22,KEN,24,,10.0,1.8,3.6,.488,0.0,0.1,.000,1.8,3.5,.506,.488,0.9,1.2,.759,0.5,0.7,1.2,1.6,0.5,0.2,1.3,1.5,4.4
21,Mike D'Antoni,SG,24,SSL,50,,16.0,1.5,3.2,.475,0.0,0.1,.000,1.5,3.2,.487,.475,0.4,0.5,.731,0.3,1.2,1.5,2.3,1.3,0.3,0.9,2.7,3.5
22,Louie Dampier*,PG,31,KEN,82,,34.6,5.5,11.6,.479,0.4,1.1,.368,5.2,10.5,.491,.496,1.5,1.8,.863,0.4,1.5,1.9,5.7,0.7,0.6,1.8,1.7,13.0
23,Rick Darnell,C,23,VIR,11,,10.9,1.0,2.7,.367,0.0,0.0,,1.0,2.7,.367,.367,0.4,0.6,.571,1.1,2.2,3.3,0.8,0.5,0.3,1.3,2.7,2.4
24,Lee Davis,PF,30,SDS,7,,7.3,0.3,1.6,.182,0.0,0.0,,0.3,1.6,.182,.182,0.1,0.3,.500,0.0,0.7,0.7,0.1,0.0,0.0,0.1,1.7,0.7
25,Randy Denton,C,26,TOT,67,,23.0,4.2,9.5,.446,0.0,0.0,.000,4.2,9.4,.447,.446,1.2,1.5,.838,2.3,5.4,7.7,1.3,0.6,0.5,1.2,2.7,9.7
26,Coby Dietrick,C,27,SAA,81,,18.1,2.5,5.0,.496,0.0,0.1,.143,2.5,4.9,.503,.498,0.8,1.0,.829,1.3,3.0,4.3,2.0,0.8,0.5,1.4,3.2,5.8
27,Dwaine Dillard,SF,26,UTS,3,,6.3,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,0.7,1.000,0.7,2.3,3.0,0.7,0.7,0.7,1.7,2.3,1.3
28,Jim Eakins,C-PF,29,TOT,73,,22.8,2.9,6.5,.451,0.0,0.0,,2.9,6.5,.451,.451,2.7,3.1,.888,2.3,3.7,6.0,1.2,0.5,1.0,1.6,3.0,8.6
29,Len Elmore,PF,23,INA,76,,34.1,6.3,15.7,.402,0.0,0.0,.000,6.3,15.7,.403,.402,2.0,2.7,.738,3.2,7.6,10.8,1.6,1.8,2.3,2.3,4.1,14.6
30,Julius Erving*,SF,25,NYA,84,,38.6,11.3,22.3,.507,0.4,1.2,.330,10.9,21.1,.517,.516,6.3,7.9,.801,4.0,7.0,11.0,5.0,2.5,1.9,3.7,2.6,29.3
31,Mike Flynn,SG,22,INA,67,,16.4,2.5,6.6,.378,0.4,1.5,.253,2.1,5.1,.415,.407,1.0,1.7,.577,0.9,1.0,2.0,2.0,0.7,0.1,1.2,1.7,6.3
32,Jimmy Foster,PG,24,DNA,48,,7.3,1.1,3.0,.372,0.0,0.2,.125,1.1,2.9,.387,.376,0.8,1.3,.609,0.4,0.5,0.9,1.0,0.4,0.1,1.3,1.6,3.1
33,William Franklin,PF,26,SAA,10,,9.5,1.2,2.2,.545,0.0,0.0,,1.2,2.2,.545,.545,0.9,1.6,.563,1.2,1.7,2.9,0.5,0.3,0.3,0.5,1.6,3.3
34,Mike Gale,SG,25,SAA,78,,22.8,2.9,6.5,.455,0.0,0.2,.176,2.9,6.3,.464,.458,0.8,1.0,.800,0.6,2.0,2.7,3.1,1.6,0.5,1.8,1.9,6.8
35,Kenneth Gardner,SF,26,UTS,9,,5.7,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.2,0.2,1.000,0.9,0.6,1.4,0.3,0.2,0.1,0.1,1.0,1.6
36,Gus Gerard,SF,22,TOT,82,,21.1,4.0,9.7,.418,0.0,0.1,.444,4.0,9.6,.417,.420,2.1,2.9,.735,1.7,3.6,5.3,1.8,0.8,0.9,2.3,2.9,10.3
37,George Gervin*,SF,23,SAA,81,,33.9,8.7,17.5,.499,0.2,0.7,.255,8.5,16.8,.509,.504,4.2,4.9,.857,2.2,4.5,6.7,2.5,1.4,1.5,2.7,3.6,21.8
38,Artis Gilmore*,C,26,KEN,84,,39.1,9.2,16.7,.552,0.0,0.0,,9.2,16.7,.552,.552,6.2,9.1,.682,4.8,10.7,15.5,2.5,0.7,2.4,3.5,4.1,24.6
39,Gerald Govan,C,34,VIR,24,,27.4,2.4,5.5,.435,0.0,0.0,,2.4,5.5,.435,.435,1.0,1.2,.821,1.8,4.9,6.7,2.3,0.3,0.5,2.0,2.7,5.7
40,Travis Grant,SF,26,TOT,56,,14.8,3.5,7.1,.497,0.0,0.0,,3.5,7.1,.497,.497,0.9,1.2,.754,1.1,1.4,2.5,0.8,0.3,0.3,1.0,1.8,8.0
41,Mike Green,C,24,VIR,54,,31.8,7.1,15.4,.463,0.0,0.1,.000,7.1,15.3,.465,.463,2.9,3.7,.778,3.6,6.0,9.6,1.5,1.3,1.5,2.5,3.5,17.1
42,Steve Green,SF,22,TOT,52,,20.5,3.8,8.4,.445,0.0,0.1,.000,3.8,8.3,.450,.445,1.6,2.1,.778,1.6,2.1,3.7,1.2,0.6,0.2,1.4,2.9,9.1
43,Rudy Hackett,PF,22,SSL,22,,18.8,2.5,6.0,.420,0.0,0.0,,2.5,6.0,.420,.420,1.4,2.2,.633,0.9,2.6,3.5,1.3,0.7,0.4,1.1,2.2,6.4
44,Joe Hamilton,PG,27,UTS,13,,10.1,2.4,6.0,.397,0.5,1.6,.286,1.9,4.4,.439,.436,0.7,1.0,.692,0.4,0.7,1.1,1.2,0.6,0.0,0.5,0.9,5.9
45,Darnell Hillman,PF,26,INA,74,,29.3,5.1,11.2,.453,0.0,0.1,.250,5.1,11.1,.454,.454,3.3,4.5,.723,3.4,5.7,9.1,2.0,1.1,1.1,2.6,4.1,13.4
46,Kim Hughes,C,23,NYA,84,,25.7,3.6,6.7,.530,0.0,0.0,,3.6,6.7,.530,.530,1.1,2.4,.455,4.1,5.2,9.2,0.7,1.2,1.4,1.2,3.5,8.2
47,Tom Ingelsby,PG,24,SDS,5,,2.8,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.4,0.4,1.000,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.8
48,George Irvine,SF,27,DNA,3,,4.7,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,1.3
49,Dan Issel*,C,27,DNA,84,,34.0,9.0,17.5,.511,0.0,0.0,.250,8.9,17.5,.512,.511,5.1,6.2,.816,3.6,7.4,11.0,2.4,1.2,0.7,2.4,3.2,23.0
50,Mike Jackson,PF,26,VIR,80,,27.9,4.9,9.8,.499,0.0,0.1,.000,4.9,9.7,.503,.499,2.5,3.1,.796,2.6,5.0,7.6,1.4,0.6,0.4,2.4,3.8,12.2
51,Stew Johnson,PF,31,TOT,20,,17.5,3.1,9.9,.310,0.1,0.7,.077,3.0,9.2,.326,.312,0.9,1.1,.818,1.1,1.3,2.4,1.2,0.4,0.1,0.7,1.8,7.1
52,Bobby Jones*,PF,24,DNA,83,,34.3,6.1,10.6,.581,0.0,0.0,,6.1,10.6,.581,.581,2.6,3.7,.698,2.9,6.6,9.5,4.0,2.0,2.2,2.8,3.0,14.9
53,Caldwell Jones,C,25,TOT,76,,35.2,5.6,11.8,.470,0.0,0.1,.000,5.6,11.8,.474,.470,1.8,2.4,.753,3.2,8.0,11.2,1.9,1.1,2.9,2.2,4.2,13.0
54,Rich Jones,PF,29,NYA,83,,29.2,5.3,13.9,.382,0.2,0.8,.224,5.1,13.1,.392,.389,2.4,3.1,.762,1.2,3.9,5.2,1.6,1.0,0.3,1.9,3.5,13.2
55,Wil Jones,PF,28,KEN,83,,31.7,5.8,12.2,.476,0.0,0.1,.500,5.8,12.2,.476,.477,1.9,2.5,.775,2.9,4.6,7.5,2.5,1.0,0.7,2.4,3.9,13.6
56,Charles Jordan,SF,22,INA,71,,12.0,2.3,5.3,.434,0.0,0.1,.200,2.3,5.1,.441,.437,0.6,1.0,.597,1.3,1.7,3.0,0.7,0.5,0.2,1.2,2.6,5.2
57,Kevin Joyce,SG-PG,24,TOT,43,,21.3,2.7,7.2,.367,0.0,0.3,.167,2.6,7.0,.375,.370,1.3,1.7,.743,0.2,1.0,1.1,3.0,0.7,0.1,2.1,2.2,6.6
58,George Karl,PG,24,SAA,75,,16.0,2.0,4.5,.449,0.0,0.1,.000,2.0,4.3,.462,.449,1.1,1.4,.764,0.2,0.7,0.9,3.3,0.8,0.0,1.4,2.0,5.1
59,Bill Keller,SG,28,INA,78,,29.6,5.3,13.0,.406,1.6,4.5,.352,3.7,8.5,.434,.466,2.1,2.3,.896,1.0,1.9,2.9,3.9,0.8,0.1,1.9,1.5,14.2
60,Goo Kennedy,SF,26,UTS,16,,16.9,2.4,4.3,.551,0.0,0.0,,2.4,4.3,.551,.551,1.5,2.3,.649,1.9,3.1,5.0,0.7,0.6,0.1,0.8,2.7,6.3
61,Larry Kenon,PF,23,SAA,81,,36.0,8.0,16.6,.481,0.0,0.0,.000,8.0,16.6,.482,.481,2.7,3.5,.781,3.5,7.5,11.1,1.9,1.1,0.5,3.0,2.0,18.7
62,Billy Knight,SF,23,INA,70,,39.6,11.1,22.4,.494,0.1,0.2,.400,11.0,22.2,.495,.496,5.9,7.2,.828,4.2,5.9,10.1,3.7,1.3,0.3,4.3,2.9,28.1
63,Bo Lamar,SG-PG,24,TOT,41,,27.6,6.8,16.3,.415,0.6,2.1,.279,6.2,14.2,.435,.433,1.9,2.6,.745,1.1,1.7,2.8,4.2,1.0,0.0,2.3,1.4,16.0
64,Freddie Lewis,PG,32,SSL,74,,30.6,5.4,12.9,.423,0.4,1.4,.292,5.0,11.4,.439,.439,3.5,4.3,.817,0.9,2.0,2.9,4.0,1.5,0.1,2.6,2.5,14.8
65,Maurice Lucas,PF-C,23,TOT,86,,33.3,7.2,15.7,.461,0.0,0.2,.167,7.2,15.4,.465,.462,2.5,3.3,.767,3.5,7.8,11.3,2.6,0.9,0.7,3.5,3.9,17.0
66,Moses Malone*,PF,20,SSL,43,,27.2,5.8,11.4,.512,0.0,0.0,.000,5.8,11.3,.514,.512,2.6,4.3,.612,4.6,5.0,9.6,1.3,0.6,0.7,3.3,2.6,14.3
67,Ed Manning,SF,32,INA,12,,11.2,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,1.0,1.4,.706,1.3,1.8,3.1,1.2,0.3,0.2,0.6,1.5,5.0
68,Ted McClain,SG,29,TOT,73,,26.4,3.7,8.6,.423,0.0,0.2,.250,3.6,8.5,.426,.426,1.9,2.3,.800,0.7,2.1,2.8,4.2,1.9,0.3,2.7,3.8,9.2
69,Jim McDaniels,C,27,KEN,29,,12.6,2.7,5.7,.473,0.0,0.0,,2.7,5.7,.473,.473,0.8,1.0,.821,1.4,2.9,4.3,0.7,0.3,0.6,1.3,2.2,6.2
70,Patrick McFarland,SG,24,SDS,11,,25.0,5.0,10.9,.458,0.1,0.2,.500,4.9,10.7,.458,.463,1.9,2.0,.955,1.5,2.5,4.0,3.5,0.5,0.1,2.6,1.8,12.0
71,Bill Melchionni,PG,31,NYA,67,,17.8,2.2,5.3,.416,0.1,0.3,.391,2.1,5.0,.418,.429,1.2,1.4,.849,0.2,1.1,1.3,4.0,0.8,0.1,1.4,1.0,5.8
72,Allen Murphy,SG,23,KEN,29,,8.6,1.5,3.9,.377,0.0,0.0,.000,1.5,3.9,.381,.377,0.9,1.3,.730,0.8,0.8,1.6,0.4,0.3,0.3,0.9,1.8,3.9
73,Swen Nater,C,26,TOT,76,,23.6,4.2,8.6,.492,0.0,0.1,.000,4.2,8.5,.495,.492,1.4,2.0,.697,3.0,7.1,10.1,0.7,0.4,0.7,2.2,3.1,9.8
74,Bob Netolicky,PF,33,INA,4,,13.3,2.0,5.3,.381,0.0,0.0,,2.0,5.3,.381,.381,0.8,0.8,1.000,1.8,1.3,3.0,0.0,0.0,0.3,1.3,0.5,4.8
75,Johnny Neumann,SG,24,TOT,77,,20.6,5.1,12.3,.414,0.9,2.7,.341,4.2,9.6,.435,.452,2.0,2.5,.799,1.0,1.6,2.6,2.2,0.9,0.3,2.3,2.9,13.1
76,Mark Olberding,PF-SF,19,TOT,81,,25.4,3.7,7.5,.498,0.0,0.0,,3.7,7.5,.498,.498,2.4,3.0,.773,2.3,4.3,6.5,1.8,0.6,0.5,1.7,3.1,9.8
77,Tom Owens,C,26,TOT,74,,15.0,2.4,5.0,.482,0.0,0.0,,2.4,5.0,.482,.482,1.2,1.7,.713,1.6,2.7,4.3,0.9,0.1,0.6,1.0,2.7,6.1
78,Barry Parkhill,SG,24,SSL,35,,10.8,1.1,2.9,.370,0.0,0.3,.091,1.0,2.5,.404,.375,0.1,0.2,.625,0.1,0.7,0.7,1.8,0.3,0.2,0.8,1.3,2.3
79,Billy Paultz,C,27,SAA,83,,35.6,6.8,13.5,.504,0.0,0.0,.000,6.8,13.5,.504,.504,2.9,3.9,.735,2.5,7.9,10.4,4.1,0.7,3.0,2.8,2.8,16.5
80,Marv Roberts,SF,26,TOT,72,,21.7,3.6,8.6,.417,0.0,0.0,,3.6,8.6,.417,.417,1.5,1.9,.781,1.4,1.8,3.3,1.7,0.5,0.1,1.4,2.1,8.7
81,Dave Robisch,C-PF,26,TOT,87,,32.1,5.0,11.9,.422,0.0,0.0,.000,5.0,11.8,.423,.422,3.7,4.4,.850,3.2,5.9,9.1,1.9,0.8,0.7,1.3,2.3,13.7
82,John Roche,PG,26,UTS,16,,30.3,7.0,13.3,.528,0.6,1.6,.346,6.4,11.6,.554,.550,1.9,2.6,.756,0.3,1.3,1.6,4.9,0.9,0.1,3.2,2.9,16.5
83,Harry Rogers,PF,25,SSL,18,,16.6,3.3,6.9,.484,0.0,0.1,.000,3.3,6.8,.492,.484,0.9,1.3,.708,2.1,3.2,5.3,0.8,0.7,0.3,1.2,1.9,7.6
84,Dan Roundfield,PF,22,INA,67,,11.4,2.0,4.6,.424,0.0,0.0,.000,2.0,4.6,.427,.424,1.1,1.8,.631,2.0,1.9,3.9,0.5,0.5,0.6,1.0,2.4,5.1
85,Paul Ruffner,C,27,SSL,2,,2.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0
86,Billy Schaeffer,SF,24,TOT,51,,12.5,2.2,5.1,.442,0.0,0.2,.200,2.2,4.9,.452,.446,0.9,1.2,.762,0.8,1.4,2.2,0.7,0.4,0.2,0.7,1.4,5.5
87,James Silas,PG,26,SAA,84,,37.0,8.5,16.5,.519,0.0,0.0,.000,8.5,16.5,.520,.519,6.7,7.7,.872,1.3,2.7,4.0,5.4,1.8,0.3,3.0,3.1,23.8
88,Ralph Simpson,SG,26,DNA,84,,37.2,7.4,14.4,.511,0.0,0.3,.167,7.3,14.1,.518,.513,3.3,4.2,.780,1.4,4.0,5.4,7.1,1.8,0.3,4.3,2.2,18.0
89,Al Skinner,SG,23,NYA,83,,25.1,4.0,8.5,.470,0.0,0.1,.250,4.0,8.4,.473,.472,2.4,2.9,.842,1.2,2.5,3.7,3.4,1.1,0.6,2.0,3.0,10.4
90,Al Smith,PG,29,UTS,15,,26.1,2.8,7.0,.400,0.4,1.1,.353,2.4,5.9,.409,.429,3.2,3.9,.814,0.9,1.6,2.5,4.9,0.7,0.1,1.9,3.0,9.2
91,Ken Smith,SF,22,SAA,19,,8.6,1.8,4.4,.410,0.1,0.3,.200,1.7,4.1,.423,.416,0.7,0.8,.813,0.5,0.8,1.3,0.4,0.2,0.0,0.4,1.2,4.3
92,Brian Taylor,PG,24,NYA,54,,32.1,6.6,13.4,.489,0.6,1.4,.421,6.0,12.0,.497,.511,3.0,3.8,.792,1.3,1.7,3.0,3.8,2.3,0.4,2.8,2.6,16.7
93,Fatty Taylor,PG,29,VIR,76,,32.7,3.2,7.9,.405,0.1,0.7,.216,3.1,7.2,.423,.414,1.6,2.3,.723,1.5,2.9,4.5,5.3,2.7,0.2,3.3,2.8,8.2
94,Chuck Terry,SF,25,NYA,66,,14.7,1.5,3.7,.390,0.1,0.3,.286,1.4,3.4,.400,.402,0.3,0.4,.759,0.7,1.5,2.2,0.6,0.5,0.1,0.3,1.8,3.3
95,Claude Terry,SG,26,DNA,79,,17.1,2.9,6.3,.464,0.2,0.7,.236,2.8,5.6,.492,.477,1.0,1.1,.899,0.5,1.4,1.9,1.8,0.5,0.1,1.2,1.5,7.1
96,Ronald Thomas,PF,25,KEN,83,,13.5,1.6,3.3,.484,0.0,0.0,.500,1.6,3.3,.484,.486,0.7,1.1,.585,1.8,2.7,4.5,0.8,0.7,0.2,0.9,2.0,3.9
97,David Thompson*,SF,21,DNA,83,,37.4,9.7,18.9,.515,0.0,0.2,.158,9.7,18.7,.519,.516,6.5,8.2,.794,2.7,3.6,6.3,3.7,1.6,1.2,3.0,3.4,26.0
98,Monte Towe,PG,22,DNA,64,,9.0,1.1,2.8,.402,0.1,0.7,.214,1.0,2.1,.460,.427,0.6,0.7,.818,0.1,0.8,0.9,2.1,0.6,0.1,1.3,1.3,3.0
99,Dave Twardzik,PG,25,VIR,43,,20.3,2.3,5.0,.463,0.1,0.4,.188,2.3,4.7,.485,.470,2.6,3.2,.813,0.7,1.4,2.1,2.9,1.4,0.1,2.2,2.5,7.3
100,Jan van Breda Kolff,SF,24,TOT,80,,24.7,2.8,6.1,.457,0.0,0.1,.333,2.8,6.0,.459,.459,2.1,2.5,.833,1.8,3.7,5.5,2.3,0.8,1.2,1.8,2.1,7.7
101,Dennis Van Zant,PF,23,SAA,1,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
102,David Vaughn,C,23,VIR,10,,8.6,1.2,3.3,.364,0.0,0.0,,1.2,3.3,.364,.364,0.5,0.8,.625,0.8,1.1,1.9,0.3,0.0,0.2,0.5,1.5,2.9
103,Henry Ward,SG,24,SAA,61,,11.3,2.5,5.5,.462,0.1,0.4,.261,2.4,5.1,.477,.471,0.3,0.4,.593,0.7,1.6,2.3,0.6,0.3,0.2,0.7,1.6,5.4
104,Bob Warren,SG,29,SDS,10,,26.5,3.6,8.1,.444,0.1,0.3,.333,3.5,7.8,.449,.451,2.8,3.2,.875,2.7,3.2,5.9,2.3,0.9,0.6,2.3,3.5,10.1
105,Donald Washington,PF,23,UTS,6,,9.7,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,0.7,1.5,2.2,0.5,0.2,0.2,0.5,3.2,4.0
106,Marvin Webster,C,23,DNA,38,,10.5,1.4,3.2,.458,0.0,0.0,.000,1.4,3.1,.462,.458,1.4,2.1,.705,1.7,2.9,4.6,0.8,0.2,1.4,1.0,1.6,4.3
107,Chuck Williams,PG,29,DNA,79,,32.0,4.3,8.4,.514,0.0,0.1,.000,4.3,8.3,.517,.514,2.4,2.9,.814,0.5,2.1,2.7,4.7,1.5,0.1,2.3,2.7,11.0
108,John Williamson,SG,24,NYA,76,,29.7,6.8,15.2,.450,0.1,0.6,.190,6.7,14.6,.460,.454,2.5,3.1,.806,0.9,1.6,2.5,2.5,1.0,0.4,2.4,2.9,16.2
109,Skip Wise,PG,20,SAA,2,,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,1.0,2.0,2.0
110,Willie Wise,SF,28,VIR,46,,29.2,5.4,12.9,.415,0.0,0.1,.000,5.4,12.8,.419,.415,2.9,3.8,.771,1.9,3.8,5.7,2.7,1.2,0.3,2.7,2.9,13.7
111,Joby Wright,PF,25,TOT,23,,13.3,2.2,4.7,.459,0.0,0.0,,2.2,4.7,.459,.459,0.9,1.7,.553,1.3,1.3,2.6,0.1,0.2,0.2,1.0,2.3,5.3
