,date,start_time,away_team,away_pts,home_team,home_pts,attendance,stadium
235,"Sun, Nov 19, 2017",5:00p,Indiana Pacers,120,Miami Heat,95,"19,600",AmericanAirlines Arena
236,"Sun, Nov 19, 2017",6:00p,Golden State Warriors,118,Brooklyn Nets,111,"17,732",Barclays Center
237,"Sun, Nov 19, 2017",7:00p,Detroit Pistons,100,Minnesota Timberwolves,97,"16,069",Target Center
238,"Sun, Nov 19, 2017",8:00p,Chicago Bulls,105,Phoenix Suns,113,"16,264",Talking Stick Resort Arena
239,"Sun, Nov 19, 2017",9:30p,Denver Nuggets,109,Los Angeles Lakers,127,"18,997",STAPLES Center
240,"Mon, Nov 20, 2017",7:00p,Minnesota Timberwolves,102,Charlotte Hornets,118,"15,978",Spectrum Center
241,"Mon, Nov 20, 2017",7:00p,Cleveland Cavaliers,116,Detroit Pistons,88,"20,491",Little Caesars Arena
242,"Mon, Nov 20, 2017",7:00p,Indiana Pacers,105,Orlando Magic,97,"17,239",Amway Center
243,"Mon, Nov 20, 2017",7:00p,Utah Jazz,86,Philadelphia 76ers,107,"20,587",Wells Fargo Center
244,"Mon, Nov 20, 2017",7:30p,Los Angeles Clippers,85,New York Knicks,107,"18,848",Madison Square Garden (IV)
245,"Mon, Nov 20, 2017",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,92,"15,785",FedEx Forum
246,"Mon, Nov 20, 2017",8:00p,Washington Wizards,99,Milwaukee Bucks,88,"16,122",BMO Harris Bradley Center
247,"Mon, Nov 20, 2017",8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,114,"16,765",Smoothie King Center
248,"Mon, Nov 20, 2017",8:30p,Boston Celtics,110,Dallas Mavericks,102,"20,302",American Airlines Center
249,"Mon, Nov 20, 2017",8:30p,Atlanta Hawks,85,San Antonio Spurs,96,"18,418",AT&T Center
250,"Mon, Nov 20, 2017",10:00p,Denver Nuggets,114,Sacramento Kings,98,"17,583",Golden 1 Center
251,"Tue, Nov 21, 2017",10:30p,Chicago Bulls,94,Los Angeles Lakers,103,"18,997",STAPLES Center
252,"Wed, Nov 22, 2017",7:00p,Washington Wizards,124,Charlotte Hornets,129,"16,041",Spectrum Center
253,"Wed, Nov 22, 2017",7:00p,Brooklyn Nets,109,Cleveland Cavaliers,119,"20,562",Quicken Loans Arena
254,"Wed, Nov 22, 2017",7:00p,Portland Trail Blazers,81,Philadelphia 76ers,101,"20,605",Wells Fargo Center
255,"Wed, Nov 22, 2017",7:30p,Los Angeles Clippers,116,Atlanta Hawks,103,"12,675",Philips Arena
256,"Wed, Nov 22, 2017",7:30p,Boston Celtics,98,Miami Heat,104,"19,704",AmericanAirlines Arena
257,"Wed, Nov 22, 2017",7:30p,Toronto Raptors,100,New York Knicks,108,"19,812",Madison Square Garden (IV)
258,"Wed, Nov 22, 2017",8:00p,Denver Nuggets,95,Houston Rockets,125,"18,055",Toyota Center
259,"Wed, Nov 22, 2017",8:00p,Dallas Mavericks,95,Memphis Grizzlies,94,"16,101",FedEx Forum
260,"Wed, Nov 22, 2017",8:00p,Orlando Magic,118,Minnesota Timberwolves,124,"16,402",Target Center
261,"Wed, Nov 22, 2017",8:00p,San Antonio Spurs,90,New Orleans Pelicans,107,"17,539",Smoothie King Center
262,"Wed, Nov 22, 2017",8:00p,Golden State Warriors,91,Oklahoma City Thunder,108,"18,203",Chesapeake Energy Arena
263,"Wed, Nov 22, 2017",9:00p,Milwaukee Bucks,113,Phoenix Suns,107,"16,270",Talking Stick Resort Arena
264,"Wed, Nov 22, 2017",9:00p,Chicago Bulls,80,Utah Jazz,110,"17,434",Vivint Smart Home Arena
265,"Wed, Nov 22, 2017",10:30p,Los Angeles Lakers,102,Sacramento Kings,113,"17,583",Golden 1 Center
266,"Fri, Nov 24, 2017",12:00p,Portland Trail Blazers,127,Brooklyn Nets,125,"15,246",Barclays Center
267,"Fri, Nov 24, 2017",7:30p,New York Knicks,104,Atlanta Hawks,116,"14,355",Philips Arena
268,"Fri, Nov 24, 2017",7:30p,Orlando Magic,103,Boston Celtics,118,"18,624",TD Garden
269,"Fri, Nov 24, 2017",8:00p,Charlotte Hornets,99,Cleveland Cavaliers,100,"20,562",Quicken Loans Arena
270,"Fri, Nov 24, 2017",8:00p,Toronto Raptors,104,Indiana Pacers,107,"16,523",Bankers Life Fieldhouse
271,"Fri, Nov 24, 2017",8:00p,Miami Heat,109,Minnesota Timberwolves,97,"18,978",Target Center
272,"Fri, Nov 24, 2017",8:00p,Detroit Pistons,99,Oklahoma City Thunder,98,"18,203",Chesapeake Energy Arena
273,"Fri, Nov 24, 2017",9:00p,Memphis Grizzlies,92,Denver Nuggets,104,"16,736",Pepsi Center
274,"Fri, Nov 24, 2017",9:00p,New Orleans Pelicans,115,Phoenix Suns,91,"16,574",Talking Stick Resort Arena
275,"Fri, Nov 24, 2017",10:30p,Chicago Bulls,94,Golden State Warriors,143,"19,596",Oracle Arena
276,"Sat, Nov 25, 2017",7:00p,San Antonio Spurs,106,Charlotte Hornets,86,"18,597",Spectrum Center
277,"Sat, Nov 25, 2017",7:00p,Orlando Magic,111,Philadelphia 76ers,130,"20,585",Wells Fargo Center
278,"Sat, Nov 25, 2017",7:00p,Portland Trail Blazers,108,Washington Wizards,105,"18,092",Capital One Arena
279,"Sat, Nov 25, 2017",7:30p,Toronto Raptors,112,Atlanta Hawks,78,"12,278",Philips Arena
280,"Sat, Nov 25, 2017",8:00p,New York Knicks,102,Houston Rockets,117,"18,055",Toyota Center
281,"Sat, Nov 25, 2017",8:00p,Boston Celtics,108,Indiana Pacers,98,"16,303",Bankers Life Fieldhouse
282,"Sat, Nov 25, 2017",8:30p,Oklahoma City Thunder,81,Dallas Mavericks,97,"20,340",American Airlines Center
283,"Sat, Nov 25, 2017",8:30p,New Orleans Pelicans,95,Golden State Warriors,110,"19,596",Oracle Arena
284,"Sat, Nov 25, 2017",9:00p,Milwaukee Bucks,108,Utah Jazz,121,"17,298",Vivint Smart Home Arena
285,"Sat, Nov 25, 2017",10:00p,Los Angeles Clippers,97,Sacramento Kings,95,"17,583",Golden 1 Center
286,"Sun, Nov 26, 2017",3:30p,Miami Heat,100,Chicago Bulls,93,"20,928",United Center
287,"Sun, Nov 26, 2017",3:30p,Phoenix Suns,108,Minnesota Timberwolves,119,"16,448",Target Center
288,"Sun, Nov 26, 2017",6:00p,Brooklyn Nets,98,Memphis Grizzlies,88,"14,889",FedEx Forum
289,"Mon, Nov 27, 2017",7:00p,Orlando Magic,109,Indiana Pacers,121,"12,501",Bankers Life Fieldhouse
290,"Mon, Nov 27, 2017",7:00p,Cleveland Cavaliers,113,Philadelphia 76ers,91,"20,527",Wells Fargo Center
291,"Mon, Nov 27, 2017",7:30p,Detroit Pistons,118,Boston Celtics,108,"18,624",TD Garden
292,"Mon, Nov 27, 2017",7:30p,Portland Trail Blazers,103,New York Knicks,91,"18,409",Madison Square Garden (IV)
293,"Mon, Nov 27, 2017",8:00p,Brooklyn Nets,103,Houston Rockets,117,"16,189",Toyota Center
294,"Mon, Nov 27, 2017",8:30p,Dallas Mavericks,108,San Antonio Spurs,115,"17,918",AT&T Center
295,"Mon, Nov 27, 2017",10:30p,Sacramento Kings,110,Golden State Warriors,106,"19,596",Oracle Arena
296,"Mon, Nov 27, 2017",10:30p,Los Angeles Lakers,115,Los Angeles Clippers,120,"18,086",STAPLES Center
297,"Tue, Nov 28, 2017",7:00p,Miami Heat,97,Cleveland Cavaliers,108,"20,562",Quicken Loans Arena
298,"Tue, Nov 28, 2017",8:00p,Phoenix Suns,104,Chicago Bulls,99,"18,324",United Center
299,"Tue, Nov 28, 2017",8:00p,Washington Wizards,92,Minnesota Timberwolves,89,"13,442",Target Center
300,"Tue, Nov 28, 2017",10:00p,Milwaukee Bucks,112,Sacramento Kings,87,"17,583",Golden 1 Center
301,"Tue, Nov 28, 2017",10:00p,Denver Nuggets,77,Utah Jazz,106,"16,790",Vivint Smart Home Arena
302,"Wed, Nov 29, 2017",7:00p,Phoenix Suns,107,Detroit Pistons,131,"18,096",Little Caesars Arena
303,"Wed, Nov 29, 2017",7:00p,Oklahoma City Thunder,108,Orlando Magic,121,"17,797",Amway Center
304,"Wed, Nov 29, 2017",7:00p,Washington Wizards,113,Philadelphia 76ers,118,"20,492",Wells Fargo Center
305,"Wed, Nov 29, 2017",7:30p,Miami Heat,86,New York Knicks,115,"17,693",Madison Square Garden (IV)
306,"Wed, Nov 29, 2017",7:30p,Charlotte Hornets,113,Toronto Raptors,126,"19,800",Air Canada Centre
307,"Wed, Nov 29, 2017",8:00p,Indiana Pacers,97,Houston Rockets,118,"16,760",Toyota Center
308,"Wed, Nov 29, 2017",8:00p,Minnesota Timberwolves,120,New Orleans Pelicans,102,"15,555",Smoothie King Center
309,"Wed, Nov 29, 2017",8:30p,Brooklyn Nets,109,Dallas Mavericks,104,"19,327",American Airlines Center
310,"Wed, Nov 29, 2017",8:30p,Memphis Grizzlies,95,San Antonio Spurs,104,"18,013",AT&T Center
311,"Wed, Nov 29, 2017",10:30p,Golden State Warriors,127,Los Angeles Lakers,123,"18,997",STAPLES Center
312,"Thu, Nov 30, 2017",7:30p,Cleveland Cavaliers,121,Atlanta Hawks,114,"16,379",Philips Arena
313,"Thu, Nov 30, 2017",7:30p,Philadelphia 76ers,97,Boston Celtics,108,"18,624",TD Garden
314,"Thu, Nov 30, 2017",9:00p,Chicago Bulls,110,Denver Nuggets,111,"15,156",Pepsi Center
315,"Thu, Nov 30, 2017",10:00p,Milwaukee Bucks,103,Portland Trail Blazers,91,"19,459",Moda Center
316,"Thu, Nov 30, 2017",10:30p,Utah Jazz,126,Los Angeles Clippers,107,"15,139",STAPLES Center
317,"Fri, Dec 1, 2017",7:00p,Golden State Warriors,133,Orlando Magic,112,"18,846",Amway Center
318,"Fri, Dec 1, 2017",7:00p,Detroit Pistons,91,Washington Wizards,109,"17,885",Capital One Arena
319,"Fri, Dec 1, 2017",7:30p,Indiana Pacers,115,Toronto Raptors,120,"19,800",Air Canada Centre
320,"Fri, Dec 1, 2017",8:00p,Sacramento Kings,107,Chicago Bulls,106,"19,268",United Center
321,"Fri, Dec 1, 2017",8:00p,San Antonio Spurs,95,Memphis Grizzlies,79,"16,413",FedEx Forum
322,"Fri, Dec 1, 2017",8:00p,Charlotte Hornets,100,Miami Heat,105,"19,600",AmericanAirlines Arena
323,"Fri, Dec 1, 2017",8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,111,"18,203",Chesapeake Energy Arena
324,"Fri, Dec 1, 2017",9:00p,New Orleans Pelicans,108,Utah Jazz,114,"17,725",Vivint Smart Home Arena
325,"Sat, Dec 2, 2017",1:00p,Phoenix Suns,111,Boston Celtics,116,"18,624",TD Garden
326,"Sat, Dec 2, 2017",2:00p,Los Angeles Clippers,82,Dallas Mavericks,108,"19,245",American Airlines Center
327,"Sat, Dec 2, 2017",3:00p,Atlanta Hawks,114,Brooklyn Nets,102,"13,949",Barclays Center
328,"Sat, Dec 2, 2017",7:30p,Memphis Grizzlies,111,Cleveland Cavaliers,116,"20,562",Quicken Loans Arena
329,"Sat, Dec 2, 2017",7:30p,Detroit Pistons,103,Philadelphia 76ers,108,"20,562",Wells Fargo Center
330,"Sat, Dec 2, 2017",8:30p,Sacramento Kings,104,Milwaukee Bucks,109,"15,581",BMO Harris Bradley Center
331,"Sat, Dec 2, 2017",9:00p,Los Angeles Lakers,100,Denver Nuggets,115,"19,520",Pepsi Center
332,"Sat, Dec 2, 2017",10:00p,New Orleans Pelicans,123,Portland Trail Blazers,116,"18,730",Moda Center
333,"Sun, Dec 3, 2017",3:30p,Orlando Magic,105,New York Knicks,100,"19,082",Madison Square Garden (IV)
334,"Sun, Dec 3, 2017",7:00p,Golden State Warriors,123,Miami Heat,95,"19,600",AmericanAirlines Arena
335,"Sun, Dec 3, 2017",7:00p,Los Angeles Clippers,106,Minnesota Timberwolves,112,"13,172",Target Center
336,"Sun, Dec 3, 2017",7:00p,San Antonio Spurs,87,Oklahoma City Thunder,90,"18,203",Chesapeake Energy Arena
337,"Sun, Dec 3, 2017",9:30p,Houston Rockets,118,Los Angeles Lakers,95,"18,997",STAPLES Center
338,"Mon, Dec 4, 2017",7:00p,Orlando Magic,94,Charlotte Hornets,104,"14,419",Spectrum Center
339,"Mon, Dec 4, 2017",7:00p,New York Knicks,97,Indiana Pacers,115,"12,018",Bankers Life Fieldhouse
340,"Mon, Dec 4, 2017",7:00p,Phoenix Suns,115,Philadelphia 76ers,101,"20,564",Wells Fargo Center
341,"Mon, Dec 4, 2017",7:30p,Brooklyn Nets,110,Atlanta Hawks,90,"12,056",Philips Arena
342,"Mon, Dec 4, 2017",7:30p,Milwaukee Bucks,100,Boston Celtics,111,"18,624",TD Garden
343,"Mon, Dec 4, 2017",8:00p,Cleveland Cavaliers,113,Chicago Bulls,91,"21,323",United Center
344,"Mon, Dec 4, 2017",8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,95,"14,012",FedEx Forum
345,"Mon, Dec 4, 2017",8:00p,Golden State Warriors,125,New Orleans Pelicans,115,"17,004",Smoothie King Center
346,"Mon, Dec 4, 2017",8:30p,Denver Nuggets,105,Dallas Mavericks,122,"19,419",American Airlines Center
347,"Mon, Dec 4, 2017",8:30p,Detroit Pistons,93,San Antonio Spurs,96,"18,288",AT&T Center
348,"Mon, Dec 4, 2017",9:00p,Washington Wizards,69,Utah Jazz,116,"17,227",Vivint Smart Home Arena
349,"Tue, Dec 5, 2017",7:30p,Phoenix Suns,113,Toronto Raptors,126,"19,800",Air Canada Centre
350,"Tue, Dec 5, 2017",8:00p,Utah Jazz,94,Oklahoma City Thunder,100,"18,203",Chesapeake Energy Arena
351,"Tue, Dec 5, 2017",10:00p,Washington Wizards,106,Portland Trail Blazers,92,"19,241",Moda Center
352,"Wed, Dec 6, 2017",7:00p,Sacramento Kings,95,Cleveland Cavaliers,101,"20,562",Quicken Loans Arena
353,"Wed, Dec 6, 2017",7:00p,Chicago Bulls,96,Indiana Pacers,98,"13,013",Bankers Life Fieldhouse
354,"Wed, Dec 6, 2017",7:00p,Atlanta Hawks,106,Orlando Magic,110,"16,167",Amway Center
355,"Wed, Dec 6, 2017",7:30p,Dallas Mavericks,90,Boston Celtics,97,"18,624",TD Garden
356,"Wed, Dec 6, 2017",7:30p,Memphis Grizzlies,88,New York Knicks,99,"19,812",Madison Square Garden (IV)
357,"Wed, Dec 6, 2017",8:00p,Golden State Warriors,101,Charlotte Hornets,87,"19,334",Spectrum Center
358,"Wed, Dec 6, 2017",8:00p,Detroit Pistons,100,Milwaukee Bucks,104,"15,841",BMO Harris Bradley Center
359,"Wed, Dec 6, 2017",8:00p,Denver Nuggets,114,New Orleans Pelicans,123,"15,353",Smoothie King Center
360,"Wed, Dec 6, 2017",8:30p,Miami Heat,105,San Antonio Spurs,117,"18,252",AT&T Center
361,"Wed, Dec 6, 2017",10:30p,Minnesota Timberwolves,113,Los Angeles Clippers,107,"15,951",STAPLES Center
362,"Thu, Dec 7, 2017",8:00p,Los Angeles Lakers,107,Philadelphia 76ers,104,"20,495",Wells Fargo Center
363,"Thu, Dec 7, 2017",9:00p,Washington Wizards,109,Phoenix Suns,99,"15,925",Talking Stick Resort Arena
364,"Thu, Dec 7, 2017",10:00p,Oklahoma City Thunder,95,Brooklyn Nets,100,"20,562",Mexico City Arena
365,"Thu, Dec 7, 2017",10:30p,Houston Rockets,112,Utah Jazz,101,"18,306",Vivint Smart Home Arena
366,"Fri, Dec 8, 2017",7:00p,Chicago Bulls,119,Charlotte Hornets,111,"14,077",Spectrum Center
367,"Fri, Dec 8, 2017",7:00p,Golden State Warriors,102,Detroit Pistons,98,"20,491",Little Caesars Arena
368,"Fri, Dec 8, 2017",7:00p,Cleveland Cavaliers,102,Indiana Pacers,106,"17,032",Bankers Life Fieldhouse
369,"Fri, Dec 8, 2017",7:00p,Denver Nuggets,103,Orlando Magic,89,"16,024",Amway Center
370,"Fri, Dec 8, 2017",8:00p,Toronto Raptors,116,Memphis Grizzlies,107,"15,417",FedEx Forum
371,"Fri, Dec 8, 2017",8:00p,Dallas Mavericks,102,Milwaukee Bucks,109,"15,889",BMO Harris Bradley Center
372,"Fri, Dec 8, 2017",8:00p,Sacramento Kings,116,New Orleans Pelicans,109,"15,019",Smoothie King Center
373,"Fri, Dec 8, 2017",9:30p,Boston Celtics,102,San Antonio Spurs,105,"18,418",AT&T Center
374,"Sat, Dec 9, 2017",3:30p,Washington Wizards,112,Los Angeles Clippers,113,"15,739",STAPLES Center
375,"Sat, Dec 9, 2017",6:00p,Miami Heat,101,Brooklyn Nets,89,"19,777",Mexico City Arena
376,"Sat, Dec 9, 2017",7:00p,Los Angeles Lakers,110,Charlotte Hornets,99,"19,320",Spectrum Center
377,"Sat, Dec 9, 2017",7:30p,Orlando Magic,110,Atlanta Hawks,117,"12,719",Philips Arena
378,"Sat, Dec 9, 2017",8:00p,New York Knicks,102,Chicago Bulls,104,"20,149",United Center
379,"Sat, Dec 9, 2017",8:00p,Philadelphia 76ers,98,Cleveland Cavaliers,105,"20,562",Quicken Loans Arena
380,"Sat, Dec 9, 2017",8:30p,Utah Jazz,100,Milwaukee Bucks,117,"16,675",BMO Harris Bradley Center
381,"Sat, Dec 9, 2017",9:00p,Oklahoma City Thunder,102,Memphis Grizzlies,101,"17,794",FedEx Forum
382,"Sat, Dec 9, 2017",9:00p,San Antonio Spurs,104,Phoenix Suns,101,"16,575",Talking Stick Resort Arena
383,"Sat, Dec 9, 2017",10:00p,Houston Rockets,124,Portland Trail Blazers,117,"19,503",Moda Center
384,"Sun, Dec 10, 2017",3:30p,Toronto Raptors,102,Sacramento Kings,87,"17,583",Golden 1 Center
385,"Sun, Dec 10, 2017",4:00p,Boston Celtics,91,Detroit Pistons,81,"18,776",Little Caesars Arena
386,"Sun, Dec 10, 2017",5:00p,Denver Nuggets,116,Indiana Pacers,126,"14,587",Bankers Life Fieldhouse
387,"Sun, Dec 10, 2017",7:00p,Dallas Mavericks,92,Minnesota Timberwolves,97,"13,094",Target Center
388,"Sun, Dec 10, 2017",7:00p,Philadelphia 76ers,124,New Orleans Pelicans,131,"16,878",Smoothie King Center
389,"Sun, Dec 10, 2017",7:30p,Atlanta Hawks,107,New York Knicks,111,"19,189",Madison Square Garden (IV)
390,"Mon, Dec 11, 2017",8:00p,Boston Celtics,85,Chicago Bulls,108,"19,617",United Center
391,"Mon, Dec 11, 2017",8:00p,New Orleans Pelicans,123,Houston Rockets,130,"18,055",Toyota Center
392,"Mon, Dec 11, 2017",8:00p,Miami Heat,107,Memphis Grizzlies,82,"14,857",FedEx Forum
393,"Mon, Dec 11, 2017",8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,"18,203",Chesapeake Energy Arena
394,"Mon, Dec 11, 2017",10:30p,Portland Trail Blazers,104,Golden State Warriors,111,"19,596",Oracle Arena
395,"Mon, Dec 11, 2017",10:30p,Toronto Raptors,91,Los Angeles Clippers,96,"16,658",STAPLES Center
396,"Tue, Dec 12, 2017",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,"20,562",Quicken Loans Arena
397,"Tue, Dec 12, 2017",7:00p,Denver Nuggets,103,Detroit Pistons,84,"15,480",Little Caesars Arena
398,"Tue, Dec 12, 2017",7:00p,Los Angeles Lakers,109,New York Knicks,113,"19,359",Madison Square Garden (IV)
399,"Tue, Dec 12, 2017",7:30p,Washington Wizards,98,Brooklyn Nets,103,"14,515",Barclays Center
400,"Tue, Dec 12, 2017",8:30p,San Antonio Spurs,89,Dallas Mavericks,95,"19,874",American Airlines Center
401,"Tue, Dec 12, 2017",9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,"14,659",Target Center
402,"Tue, Dec 12, 2017",10:00p,Phoenix Suns,92,Sacramento Kings,99,"17,583",Golden 1 Center
403,"Wed, Dec 13, 2017",7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,"17,923",Bankers Life Fieldhouse
404,"Wed, Dec 13, 2017",7:00p,Los Angeles Clippers,106,Orlando Magic,95,"16,011",Amway Center
405,"Wed, Dec 13, 2017",7:00p,Memphis Grizzlies,87,Washington Wizards,93,"15,297",Capital One Arena
406,"Wed, Dec 13, 2017",7:30p,Denver Nuggets,118,Boston Celtics,124,"18,624",TD Garden
407,"Wed, Dec 13, 2017",7:30p,Portland Trail Blazers,102,Miami Heat,95,"19,600",AmericanAirlines Arena
408,"Wed, Dec 13, 2017",8:00p,Utah Jazz,100,Chicago Bulls,103,"18,102",United Center
409,"Wed, Dec 13, 2017",8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,"16,863",Smoothie King Center
410,"Wed, Dec 13, 2017",9:00p,Toronto Raptors,115,Phoenix Suns,109,"15,517",Talking Stick Resort Arena
411,"Wed, Dec 13, 2017",9:30p,Charlotte Hornets,96,Houston Rockets,108,"16,509",Toyota Center
412,"Thu, Dec 14, 2017",7:30p,Detroit Pistons,105,Atlanta Hawks,91,"13,548",Philips Arena
413,"Thu, Dec 14, 2017",7:30p,New York Knicks,111,Brooklyn Nets,104,"17,732",Barclays Center
414,"Thu, Dec 14, 2017",8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,"20,562",Quicken Loans Arena
415,"Thu, Dec 14, 2017",8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,"11,126",Target Center
416,"Thu, Dec 14, 2017",10:30p,Dallas Mavericks,97,Golden State Warriors,112,"19,596",Oracle Arena
417,"Fri, Dec 15, 2017",7:00p,Miami Heat,104,Charlotte Hornets,98,"15,565",Spectrum Center
418,"Fri, Dec 15, 2017",7:00p,Detroit Pistons,104,Indiana Pacers,98,"14,687",Bankers Life Fieldhouse
419,"Fri, Dec 15, 2017",7:00p,Portland Trail Blazers,95,Orlando Magic,88,"16,963",Amway Center
420,"Fri, Dec 15, 2017",7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,"20,612",Wells Fargo Center
421,"Fri, Dec 15, 2017",7:00p,Los Angeles Clippers,91,Washington Wizards,100,"15,442",Capital One Arena
422,"Fri, Dec 15, 2017",7:30p,Utah Jazz,107,Boston Celtics,95,"18,624",TD Garden
423,"Fri, Dec 15, 2017",7:30p,Brooklyn Nets,87,Toronto Raptors,120,"19,800",Air Canada Centre
424,"Fri, Dec 15, 2017",8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,"15,803",FedEx Forum
425,"Fri, Dec 15, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,109,"16,921",BMO Harris Bradley Center
426,"Fri, Dec 15, 2017",9:00p,New Orleans Pelicans,111,Denver Nuggets,117,"17,584",Pepsi Center
427,"Fri, Dec 15, 2017",9:30p,San Antonio Spurs,109,Houston Rockets,124,"18,055",Toyota Center
428,"Sat, Dec 16, 2017",7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,"16,687",Spectrum Center
429,"Sat, Dec 16, 2017",7:30p,Utah Jazz,100,Cleveland Cavaliers,109,"20,562",Quicken Loans Arena
430,"Sat, Dec 16, 2017",7:30p,Oklahoma City Thunder,96,New York Knicks,111,"19,812",Madison Square Garden (IV)
431,"Sat, Dec 16, 2017",8:00p,Milwaukee Bucks,111,Houston Rockets,115,"18,055",Toyota Center
432,"Sat, Dec 16, 2017",8:00p,Los Angeles Clippers,85,Miami Heat,90,"19,600",AmericanAirlines Arena
433,"Sat, Dec 16, 2017",8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,"18,109",Target Center
434,"Sat, Dec 16, 2017",8:30p,Dallas Mavericks,96,San Antonio Spurs,98,"18,418",AT&T Center
435,"Sat, Dec 16, 2017",9:00p,Boston Celtics,102,Memphis Grizzlies,93,"17,794",FedEx Forum
436,"Sun, Dec 17, 2017",3:30p,Sacramento Kings,93,Toronto Raptors,108,"19,800",Air Canada Centre
437,"Sun, Dec 17, 2017",4:00p,Orlando Magic,110,Detroit Pistons,114,"16,312",Little Caesars Arena
438,"Sun, Dec 17, 2017",6:00p,Indiana Pacers,109,Brooklyn Nets,97,"13,934",Barclays Center
439,"Sun, Dec 17, 2017",6:00p,Cleveland Cavaliers,106,Washington Wizards,99,"20,356",Capital One Arena
440,"Mon, Dec 18, 2017",7:00p,New York Knicks,91,Charlotte Hornets,109,"15,386",Spectrum Center
441,"Mon, Dec 18, 2017",7:00p,Boston Celtics,112,Indiana Pacers,111,"16,055",Bankers Life Fieldhouse
442,"Mon, Dec 18, 2017",7:30p,Miami Heat,104,Atlanta Hawks,110,"14,227",Philips Arena
443,"Mon, Dec 18, 2017",8:00p,Philadelphia 76ers,115,Chicago Bulls,117,"20,796",United Center
444,"Mon, Dec 18, 2017",8:00p,Utah Jazz,99,Houston Rockets,120,"18,055",Toyota Center
445,"Mon, Dec 18, 2017",8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,"14,187",Target Center
446,"Mon, Dec 18, 2017",8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,"18,203",Chesapeake Energy Arena
447,"Mon, Dec 18, 2017",8:30p,Phoenix Suns,97,Dallas Mavericks,91,"19,245",American Airlines Center
448,"Mon, Dec 18, 2017",8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,"18,418",AT&T Center
449,"Mon, Dec 18, 2017",10:30p,Golden State Warriors,116,Los Angeles Lakers,114,"18,997",STAPLES Center
450,"Tue, Dec 19, 2017",7:00p,Sacramento Kings,101,Philadelphia 76ers,95,"20,558",Wells Fargo Center
451,"Tue, Dec 19, 2017",7:00p,New Orleans Pelicans,106,Washington Wizards,116,"16,529",Capital One Arena
452,"Tue, Dec 19, 2017",8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,"18,717",BMO Harris Bradley Center
453,"Wed, Dec 20, 2017",7:00p,Toronto Raptors,129,Charlotte Hornets,111,"15,023",Spectrum Center
454,"Wed, Dec 20, 2017",7:30p,Indiana Pacers,105,Atlanta Hawks,95,"14,830",Philips Arena
455,"Wed, Dec 20, 2017",7:30p,Miami Heat,90,Boston Celtics,89,"18,624",TD Garden
456,"Wed, Dec 20, 2017",7:30p,Sacramento Kings,104,Brooklyn Nets,99,"13,179",Barclays Center
457,"Wed, Dec 20, 2017",8:00p,Orlando Magic,94,Chicago Bulls,112,"20,285",United Center
458,"Wed, Dec 20, 2017",8:00p,Los Angeles Lakers,122,Houston Rockets,116,"18,055",Toyota Center
