,date,start_time,away_team,away_pts,home_team,home_pts,attendance,stadium
0,"Tue, Oct 17, 2017",8:01p,Boston Celtics,99,Cleveland Cavaliers,102,"20,562",Quicken Loans Arena
1,"Tue, Oct 17, 2017",10:30p,Houston Rockets,122,Golden State Warriors,121,"19,596",Oracle Arena
2,"Wed, Oct 18, 2017",7:00p,Charlotte Hornets,90,Detroit Pistons,102,"20,491",Little Caesars Arena
3,"Wed, Oct 18, 2017",7:00p,Brooklyn Nets,131,Indiana Pacers,140,"15,008",Bankers Life Fieldhouse
4,"Wed, Oct 18, 2017",7:00p,Miami Heat,109,Orlando Magic,116,"18,846",Amway Center
5,"Wed, Oct 18, 2017",7:00p,Philadelphia 76ers,115,Washington Wizards,120,"20,356",Capital One Arena
6,"Wed, Oct 18, 2017",7:30p,Milwaukee Bucks,108,Boston Celtics,100,"18,624",TD Garden
7,"Wed, Oct 18, 2017",8:00p,New Orleans Pelicans,91,Memphis Grizzlies,103,"17,794",FedEx Forum
8,"Wed, Oct 18, 2017",8:30p,Atlanta Hawks,117,Dallas Mavericks,111,"19,709",American Airlines Center
9,"Wed, Oct 18, 2017",9:00p,Denver Nuggets,96,Utah Jazz,106,"17,588",Vivint Smart Home Arena
10,"Wed, Oct 18, 2017",9:30p,Minnesota Timberwolves,99,San Antonio Spurs,107,"18,418",AT&T Center
11,"Wed, Oct 18, 2017",10:00p,Portland Trail Blazers,124,Phoenix Suns,76,"18,055",Talking Stick Resort Arena
12,"Wed, Oct 18, 2017",10:00p,Houston Rockets,105,Sacramento Kings,100,"17,583",Golden 1 Center
13,"Thu, Oct 19, 2017",7:30p,Chicago Bulls,100,Toronto Raptors,117,"19,800",Air Canada Centre
14,"Thu, Oct 19, 2017",8:00p,New York Knicks,84,Oklahoma City Thunder,105,"18,203",Chesapeake Energy Arena
15,"Thu, Oct 19, 2017",10:30p,Los Angeles Clippers,108,Los Angeles Lakers,92,"18,997",STAPLES Center
16,"Fri, Oct 20, 2017",7:00p,Atlanta Hawks,91,Charlotte Hornets,109,"18,417",Spectrum Center
17,"Fri, Oct 20, 2017",7:00p,Portland Trail Blazers,114,Indiana Pacers,96,"15,325",Bankers Life Fieldhouse
18,"Fri, Oct 20, 2017",7:00p,Cleveland Cavaliers,116,Milwaukee Bucks,97,"18,717",BMO Harris Bradley Center
19,"Fri, Oct 20, 2017",7:00p,Boston Celtics,102,Philadelphia 76ers,92,"20,816",Wells Fargo Center
20,"Fri, Oct 20, 2017",7:00p,Detroit Pistons,111,Washington Wizards,115,"16,337",Capital One Arena
21,"Fri, Oct 20, 2017",7:30p,Orlando Magic,121,Brooklyn Nets,126,"16,144",Barclays Center
22,"Fri, Oct 20, 2017",8:00p,Utah Jazz,97,Minnesota Timberwolves,100,"18,978",Target Center
23,"Fri, Oct 20, 2017",8:30p,Sacramento Kings,93,Dallas Mavericks,88,"19,273",American Airlines Center
24,"Fri, Oct 20, 2017",9:30p,Golden State Warriors,128,New Orleans Pelicans,120,"18,171",Smoothie King Center
25,"Fri, Oct 20, 2017",10:00p,Los Angeles Lakers,132,Phoenix Suns,130,"18,055",Talking Stick Resort Arena
26,"Sat, Oct 21, 2017",7:30p,Philadelphia 76ers,94,Toronto Raptors,128,"19,800",Air Canada Centre
27,"Sat, Oct 21, 2017",8:00p,San Antonio Spurs,87,Chicago Bulls,77,"21,640",United Center
28,"Sat, Oct 21, 2017",8:00p,Orlando Magic,114,Cleveland Cavaliers,93,"20,562",Quicken Loans Arena
29,"Sat, Oct 21, 2017",8:00p,Dallas Mavericks,91,Houston Rockets,107,"18,055",Toyota Center
30,"Sat, Oct 21, 2017",8:00p,Golden State Warriors,101,Memphis Grizzlies,111,"17,794",FedEx Forum
31,"Sat, Oct 21, 2017",8:00p,Indiana Pacers,108,Miami Heat,112,"19,600",AmericanAirlines Arena
32,"Sat, Oct 21, 2017",8:00p,Detroit Pistons,111,New York Knicks,107,"19,812",Madison Square Garden (IV)
33,"Sat, Oct 21, 2017",8:30p,Portland Trail Blazers,110,Milwaukee Bucks,113,"16,211",BMO Harris Bradley Center
34,"Sat, Oct 21, 2017",9:00p,Sacramento Kings,79,Denver Nuggets,96,"19,520",Pepsi Center
35,"Sat, Oct 21, 2017",9:00p,Oklahoma City Thunder,87,Utah Jazz,96,"18,300",Vivint Smart Home Arena
36,"Sat, Oct 21, 2017",10:30p,Phoenix Suns,88,Los Angeles Clippers,130,"19,068",STAPLES Center
37,"Sun, Oct 22, 2017",3:30p,Atlanta Hawks,104,Brooklyn Nets,116,"13,917",Barclays Center
38,"Sun, Oct 22, 2017",7:00p,Minnesota Timberwolves,115,Oklahoma City Thunder,113,"18,203",Chesapeake Energy Arena
39,"Sun, Oct 22, 2017",9:30p,New Orleans Pelicans,119,Los Angeles Lakers,112,"18,997",STAPLES Center
40,"Mon, Oct 23, 2017",7:00p,Philadelphia 76ers,97,Detroit Pistons,86,"13,709",Little Caesars Arena
41,"Mon, Oct 23, 2017",7:30p,Atlanta Hawks,93,Miami Heat,104,"19,600",AmericanAirlines Arena
42,"Mon, Oct 23, 2017",8:00p,Memphis Grizzlies,98,Houston Rockets,90,"17,129",Toyota Center
43,"Mon, Oct 23, 2017",8:00p,Charlotte Hornets,94,Milwaukee Bucks,103,"12,887",BMO Harris Bradley Center
44,"Mon, Oct 23, 2017",8:30p,Golden State Warriors,133,Dallas Mavericks,103,"19,875",American Airlines Center
45,"Mon, Oct 23, 2017",8:30p,Toronto Raptors,97,San Antonio Spurs,101,"18,418",AT&T Center
46,"Mon, Oct 23, 2017",9:00p,Washington Wizards,109,Denver Nuggets,104,"14,294",Pepsi Center
47,"Mon, Oct 23, 2017",10:00p,Sacramento Kings,115,Phoenix Suns,117,"14,903",Talking Stick Resort Arena
48,"Tue, Oct 24, 2017",7:00p,Chicago Bulls,112,Cleveland Cavaliers,119,"20,562",Quicken Loans Arena
49,"Tue, Oct 24, 2017",7:00p,Brooklyn Nets,121,Orlando Magic,125,"16,015",Amway Center
50,"Tue, Oct 24, 2017",7:30p,New York Knicks,89,Boston Celtics,110,"18,624",TD Garden
51,"Tue, Oct 24, 2017",8:00p,Indiana Pacers,130,Minnesota Timberwolves,107,"14,353",Target Center
52,"Tue, Oct 24, 2017",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,103,"19,446",Moda Center
53,"Tue, Oct 24, 2017",10:30p,Utah Jazz,84,Los Angeles Clippers,102,"16,607",STAPLES Center
54,"Wed, Oct 25, 2017",7:00p,Denver Nuggets,93,Charlotte Hornets,110,"14,253",Spectrum Center
55,"Wed, Oct 25, 2017",7:00p,Minnesota Timberwolves,101,Detroit Pistons,122,"13,790",Little Caesars Arena
56,"Wed, Oct 25, 2017",7:00p,Houston Rockets,105,Philadelphia 76ers,104,"20,682",Wells Fargo Center
57,"Wed, Oct 25, 2017",7:30p,Cleveland Cavaliers,107,Brooklyn Nets,112,"17,732",Barclays Center
58,"Wed, Oct 25, 2017",8:00p,San Antonio Spurs,117,Miami Heat,100,"19,600",AmericanAirlines Arena
59,"Wed, Oct 25, 2017",8:00p,Indiana Pacers,96,Oklahoma City Thunder,114,"18,203",Chesapeake Energy Arena
60,"Wed, Oct 25, 2017",8:30p,Memphis Grizzlies,94,Dallas Mavericks,103,"19,674",American Airlines Center
61,"Wed, Oct 25, 2017",10:00p,Utah Jazz,88,Phoenix Suns,97,"16,022",Talking Stick Resort Arena
62,"Wed, Oct 25, 2017",10:30p,Toronto Raptors,112,Golden State Warriors,117,"19,596",Oracle Arena
63,"Wed, Oct 25, 2017",10:30p,Washington Wizards,99,Los Angeles Lakers,102,"18,996",STAPLES Center
64,"Thu, Oct 26, 2017",8:00p,Atlanta Hawks,86,Chicago Bulls,91,"21,104",United Center
65,"Thu, Oct 26, 2017",8:00p,Dallas Mavericks,91,Memphis Grizzlies,96,"15,839",FedEx Forum
66,"Thu, Oct 26, 2017",8:00p,Boston Celtics,96,Milwaukee Bucks,89,"11,046",UW–Milwaukee Panther Arena
67,"Thu, Oct 26, 2017",10:00p,Los Angeles Clippers,104,Portland Trail Blazers,103,"18,694",Moda Center
68,"Thu, Oct 26, 2017",10:30p,New Orleans Pelicans,114,Sacramento Kings,106,"17,583",Golden 1 Center
69,"Fri, Oct 27, 2017",7:00p,Houston Rockets,109,Charlotte Hornets,93,"17,339",Spectrum Center
70,"Fri, Oct 27, 2017",7:00p,San Antonio Spurs,87,Orlando Magic,114,"17,337",Amway Center
71,"Fri, Oct 27, 2017",7:30p,Denver Nuggets,105,Atlanta Hawks,100,"16,220",Philips Arena
72,"Fri, Oct 27, 2017",7:30p,Brooklyn Nets,86,New York Knicks,107,"19,812",Madison Square Garden (IV)
73,"Fri, Oct 27, 2017",8:00p,Oklahoma City Thunder,116,Minnesota Timberwolves,119,"17,620",Target Center
74,"Fri, Oct 27, 2017",10:30p,Washington Wizards,117,Golden State Warriors,120,"19,596",Oracle Arena
75,"Fri, Oct 27, 2017",10:30p,Toronto Raptors,101,Los Angeles Lakers,92,"17,876",STAPLES Center
76,"Sat, Oct 28, 2017",7:00p,Cleveland Cavaliers,101,New Orleans Pelicans,123,"18,539",Smoothie King Center
77,"Sat, Oct 28, 2017",8:00p,Oklahoma City Thunder,101,Chicago Bulls,69,"21,706",United Center
78,"Sat, Oct 28, 2017",8:00p,Houston Rockets,89,Memphis Grizzlies,103,"17,033",FedEx Forum
79,"Sat, Oct 28, 2017",8:00p,Boston Celtics,96,Miami Heat,90,"19,600",AmericanAirlines Arena
80,"Sat, Oct 28, 2017",8:30p,Philadelphia 76ers,112,Dallas Mavericks,110,"19,567",American Airlines Center
81,"Sat, Oct 28, 2017",9:00p,Los Angeles Lakers,81,Utah Jazz,96,"18,306",Vivint Smart Home Arena
82,"Sat, Oct 28, 2017",10:00p,Phoenix Suns,107,Portland Trail Blazers,114,"19,343",Moda Center
83,"Sat, Oct 28, 2017",10:30p,Detroit Pistons,95,Los Angeles Clippers,87,"17,247",STAPLES Center
84,"Sun, Oct 29, 2017",3:30p,Milwaukee Bucks,117,Atlanta Hawks,106,"14,014",Philips Arena
85,"Sun, Oct 29, 2017",4:30p,San Antonio Spurs,94,Indiana Pacers,97,"15,013",Bankers Life Fieldhouse
86,"Sun, Oct 29, 2017",6:00p,Denver Nuggets,124,Brooklyn Nets,111,"14,854",Barclays Center
87,"Sun, Oct 29, 2017",6:00p,Orlando Magic,113,Charlotte Hornets,120,"15,531",Spectrum Center
88,"Sun, Oct 29, 2017",6:00p,Washington Wizards,110,Sacramento Kings,83,"17,583",Golden 1 Center
89,"Sun, Oct 29, 2017",7:00p,New York Knicks,114,Cleveland Cavaliers,95,"20,562",Quicken Loans Arena
90,"Sun, Oct 29, 2017",8:30p,Detroit Pistons,115,Golden State Warriors,107,"19,596",Oracle Arena
91,"Mon, Oct 30, 2017",7:30p,San Antonio Spurs,94,Boston Celtics,108,"18,624",TD Garden
92,"Mon, Oct 30, 2017",7:30p,Minnesota Timberwolves,125,Miami Heat,122,"19,600",AmericanAirlines Arena
93,"Mon, Oct 30, 2017",7:30p,Denver Nuggets,110,New York Knicks,116,"19,812",Madison Square Garden (IV)
94,"Mon, Oct 30, 2017",8:00p,Philadelphia 76ers,115,Houston Rockets,107,"16,714",Toyota Center
95,"Mon, Oct 30, 2017",8:00p,Charlotte Hornets,104,Memphis Grizzlies,99,"15,771",FedEx Forum
96,"Mon, Oct 30, 2017",8:00p,Orlando Magic,115,New Orleans Pelicans,99,"14,004",Smoothie King Center
97,"Mon, Oct 30, 2017",9:00p,Dallas Mavericks,89,Utah Jazz,104,"16,221",Vivint Smart Home Arena
98,"Mon, Oct 30, 2017",10:00p,Toronto Raptors,99,Portland Trail Blazers,85,"18,505",Moda Center
99,"Mon, Oct 30, 2017",10:30p,Golden State Warriors,141,Los Angeles Clippers,113,"19,068",STAPLES Center
100,"Tue, Oct 31, 2017",7:00p,Sacramento Kings,83,Indiana Pacers,101,"12,245",Bankers Life Fieldhouse
101,"Tue, Oct 31, 2017",7:30p,Phoenix Suns,122,Brooklyn Nets,114,"12,936",Barclays Center
102,"Tue, Oct 31, 2017",8:00p,Oklahoma City Thunder,110,Milwaukee Bucks,91,"16,713",BMO Harris Bradley Center
103,"Tue, Oct 31, 2017",10:30p,Detroit Pistons,93,Los Angeles Lakers,113,"17,569",STAPLES Center
104,"Wed, Nov 1, 2017",7:00p,Milwaukee Bucks,121,Charlotte Hornets,126,"15,655",Spectrum Center
105,"Wed, Nov 1, 2017",7:00p,Indiana Pacers,124,Cleveland Cavaliers,107,"20,562",Quicken Loans Arena
106,"Wed, Nov 1, 2017",7:00p,Atlanta Hawks,109,Philadelphia 76ers,119,"20,549",Wells Fargo Center
107,"Wed, Nov 1, 2017",7:00p,Phoenix Suns,122,Washington Wizards,116,"14,790",Capital One Arena
108,"Wed, Nov 1, 2017",7:30p,Sacramento Kings,86,Boston Celtics,113,"18,624",TD Garden
109,"Wed, Nov 1, 2017",7:30p,Chicago Bulls,91,Miami Heat,97,"19,600",AmericanAirlines Arena
110,"Wed, Nov 1, 2017",8:00p,Orlando Magic,101,Memphis Grizzlies,99,"15,434",FedEx Forum
111,"Wed, Nov 1, 2017",8:00p,Minnesota Timberwolves,104,New Orleans Pelicans,98,"14,788",Smoothie King Center
112,"Wed, Nov 1, 2017",8:00p,Houston Rockets,119,New York Knicks,97,"18,320",Madison Square Garden (IV)
113,"Wed, Nov 1, 2017",9:00p,Toronto Raptors,111,Denver Nuggets,129,"14,072",Pepsi Center
114,"Wed, Nov 1, 2017",9:00p,Portland Trail Blazers,103,Utah Jazz,112,"16,685",Vivint Smart Home Arena
115,"Wed, Nov 1, 2017",10:30p,Dallas Mavericks,98,Los Angeles Clippers,119,"13,487",STAPLES Center
116,"Thu, Nov 2, 2017",8:00p,Golden State Warriors,112,San Antonio Spurs,92,"18,418",AT&T Center
117,"Thu, Nov 2, 2017",10:30p,Los Angeles Lakers,110,Portland Trail Blazers,113,"19,469",Moda Center
118,"Fri, Nov 3, 2017",7:00p,Milwaukee Bucks,96,Detroit Pistons,105,"17,207",Little Caesars Arena
119,"Fri, Nov 3, 2017",7:00p,Chicago Bulls,105,Orlando Magic,83,"19,171",Amway Center
120,"Fri, Nov 3, 2017",7:00p,Indiana Pacers,110,Philadelphia 76ers,121,"20,668",Wells Fargo Center
121,"Fri, Nov 3, 2017",7:00p,Cleveland Cavaliers,130,Washington Wizards,122,"20,356",Capital One Arena
122,"Fri, Nov 3, 2017",7:30p,Houston Rockets,119,Atlanta Hawks,104,"14,087",Philips Arena
123,"Fri, Nov 3, 2017",7:30p,Phoenix Suns,107,New York Knicks,120,"19,404",Madison Square Garden (IV)
124,"Fri, Nov 3, 2017",8:30p,New Orleans Pelicans,99,Dallas Mavericks,94,"19,894",American Airlines Center
125,"Fri, Nov 3, 2017",8:30p,Charlotte Hornets,101,San Antonio Spurs,108,"18,418",AT&T Center
126,"Fri, Nov 3, 2017",9:00p,Miami Heat,94,Denver Nuggets,95,"15,317",Pepsi Center
127,"Fri, Nov 3, 2017",9:00p,Toronto Raptors,109,Utah Jazz,100,"16,258",Vivint Smart Home Arena
128,"Fri, Nov 3, 2017",9:30p,Boston Celtics,101,Oklahoma City Thunder,94,"18,203",Chesapeake Energy Arena
129,"Fri, Nov 3, 2017",10:30p,Brooklyn Nets,112,Los Angeles Lakers,124,"18,997",STAPLES Center
130,"Sat, Nov 4, 2017",3:30p,Memphis Grizzlies,113,Los Angeles Clippers,104,"14,777",STAPLES Center
131,"Sat, Nov 4, 2017",7:00p,Sacramento Kings,99,Detroit Pistons,108,"17,683",Little Caesars Arena
132,"Sat, Nov 4, 2017",8:00p,New Orleans Pelicans,96,Chicago Bulls,90,"21,254",United Center
133,"Sat, Nov 4, 2017",8:00p,Dallas Mavericks,99,Minnesota Timberwolves,112,"16,837",Target Center
134,"Sat, Nov 4, 2017",9:00p,Golden State Warriors,127,Denver Nuggets,108,"19,711",Pepsi Center
135,"Sun, Nov 5, 2017",3:00p,Atlanta Hawks,117,Cleveland Cavaliers,115,"20,562",Quicken Loans Arena
136,"Sun, Nov 5, 2017",3:30p,Miami Heat,104,Los Angeles Clippers,101,"15,676",STAPLES Center
137,"Sun, Nov 5, 2017",6:00p,Boston Celtics,104,Orlando Magic,88,"17,731",Amway Center
138,"Sun, Nov 5, 2017",6:00p,Washington Wizards,107,Toronto Raptors,96,"19,800",Air Canada Centre
139,"Sun, Nov 5, 2017",7:00p,Utah Jazz,110,Houston Rockets,137,"16,914",Toyota Center
140,"Sun, Nov 5, 2017",7:00p,Phoenix Suns,95,San Antonio Spurs,112,"18,038",AT&T Center
141,"Sun, Nov 5, 2017",7:30p,Indiana Pacers,101,New York Knicks,108,"17,889",Madison Square Garden (IV)
142,"Sun, Nov 5, 2017",8:00p,Charlotte Hornets,94,Minnesota Timberwolves,112,"14,124",Target Center
143,"Sun, Nov 5, 2017",9:00p,Oklahoma City Thunder,99,Portland Trail Blazers,103,"19,393",Moda Center
144,"Sun, Nov 5, 2017",9:30p,Memphis Grizzlies,102,Los Angeles Lakers,107,"18,997",STAPLES Center
145,"Mon, Nov 6, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,107,"13,215",Philips Arena
146,"Mon, Nov 6, 2017",9:00p,Brooklyn Nets,98,Phoenix Suns,92,"15,905",Talking Stick Resort Arena
147,"Mon, Nov 6, 2017",10:30p,Miami Heat,80,Golden State Warriors,97,"19,596",Oracle Arena
148,"Tue, Nov 7, 2017",7:00p,Milwaukee Bucks,119,Cleveland Cavaliers,124,"20,562",Quicken Loans Arena
149,"Tue, Nov 7, 2017",7:00p,New Orleans Pelicans,117,Indiana Pacers,112,"15,014",Bankers Life Fieldhouse
150,"Tue, Nov 7, 2017",7:00p,Dallas Mavericks,113,Washington Wizards,99,"14,505",Capital One Arena
151,"Tue, Nov 7, 2017",7:30p,Charlotte Hornets,113,New York Knicks,118,"18,704",Madison Square Garden (IV)
152,"Tue, Nov 7, 2017",7:30p,Chicago Bulls,114,Toronto Raptors,119,"19,800",Air Canada Centre
153,"Tue, Nov 7, 2017",8:30p,Los Angeles Clippers,107,San Antonio Spurs,120,"18,418",AT&T Center
154,"Tue, Nov 7, 2017",9:00p,Brooklyn Nets,104,Denver Nuggets,112,"14,058",Pepsi Center
155,"Tue, Nov 7, 2017",9:00p,Philadelphia 76ers,104,Utah Jazz,97,"16,063",Vivint Smart Home Arena
156,"Tue, Nov 7, 2017",10:00p,Memphis Grizzlies,98,Portland Trail Blazers,97,"18,692",Moda Center
157,"Tue, Nov 7, 2017",10:00p,Oklahoma City Thunder,86,Sacramento Kings,94,"17,583",Golden 1 Center
158,"Wed, Nov 8, 2017",7:00p,Indiana Pacers,97,Detroit Pistons,114,"14,407",Little Caesars Arena
159,"Wed, Nov 8, 2017",7:00p,New York Knicks,99,Orlando Magic,112,"18,803",Amway Center
160,"Wed, Nov 8, 2017",8:00p,Los Angeles Lakers,96,Boston Celtics,107,"18,624",TD Garden
161,"Wed, Nov 8, 2017",9:00p,Miami Heat,126,Phoenix Suns,115,"16,500",Talking Stick Resort Arena
162,"Wed, Nov 8, 2017",10:30p,Minnesota Timberwolves,101,Golden State Warriors,125,"19,596",Oracle Arena
163,"Thu, Nov 9, 2017",7:00p,Los Angeles Lakers,95,Washington Wizards,111,"20,356",Capital One Arena
164,"Thu, Nov 9, 2017",7:30p,New Orleans Pelicans,118,Toronto Raptors,122,"19,800",Air Canada Centre
165,"Thu, Nov 9, 2017",8:00p,Cleveland Cavaliers,113,Houston Rockets,117,"18,055",Toyota Center
166,"Thu, Nov 9, 2017",10:00p,Philadelphia 76ers,108,Sacramento Kings,109,"17,583",Golden 1 Center
167,"Thu, Nov 9, 2017",10:30p,Oklahoma City Thunder,94,Denver Nuggets,102,"19,520",Pepsi Center
168,"Fri, Nov 10, 2017",7:00p,Atlanta Hawks,104,Detroit Pistons,111,"16,687",Little Caesars Arena
169,"Fri, Nov 10, 2017",7:30p,Charlotte Hornets,87,Boston Celtics,90,"18,624",TD Garden
170,"Fri, Nov 10, 2017",8:00p,Indiana Pacers,105,Chicago Bulls,87,"22,416",United Center
171,"Fri, Nov 10, 2017",9:00p,Los Angeles Clippers,111,Oklahoma City Thunder,120,"18,203",Chesapeake Energy Arena
172,"Fri, Nov 10, 2017",9:00p,Orlando Magic,128,Phoenix Suns,112,"16,507",Talking Stick Resort Arena
173,"Fri, Nov 10, 2017",9:00p,Milwaukee Bucks,94,San Antonio Spurs,87,"18,418",AT&T Center
174,"Fri, Nov 10, 2017",9:00p,Miami Heat,84,Utah Jazz,74,"18,306",Vivint Smart Home Arena
175,"Fri, Nov 10, 2017",10:00p,Brooklyn Nets,101,Portland Trail Blazers,97,"19,393",Moda Center
176,"Sat, Nov 11, 2017",7:00p,Los Angeles Clippers,103,New Orleans Pelicans,111,"17,624",Smoothie King Center
177,"Sat, Nov 11, 2017",7:00p,Atlanta Hawks,94,Washington Wizards,113,"17,260",Capital One Arena
178,"Sat, Nov 11, 2017",8:00p,Memphis Grizzlies,96,Houston Rockets,111,"18,055",Toyota Center
179,"Sat, Nov 11, 2017",8:00p,Sacramento Kings,91,New York Knicks,118,"19,812",Madison Square Garden (IV)
180,"Sat, Nov 11, 2017",8:30p,Cleveland Cavaliers,111,Dallas Mavericks,104,"20,378",American Airlines Center
181,"Sat, Nov 11, 2017",8:30p,Philadelphia 76ers,114,Golden State Warriors,135,"19,596",Oracle Arena
182,"Sat, Nov 11, 2017",8:30p,Los Angeles Lakers,90,Milwaukee Bucks,98,"18,717",BMO Harris Bradley Center
183,"Sat, Nov 11, 2017",8:30p,Chicago Bulls,94,San Antonio Spurs,133,"18,418",AT&T Center
184,"Sat, Nov 11, 2017",9:00p,Orlando Magic,107,Denver Nuggets,125,"16,688",Pepsi Center
185,"Sat, Nov 11, 2017",9:00p,Minnesota Timberwolves,110,Phoenix Suns,118,"16,910",Talking Stick Resort Arena
186,"Sat, Nov 11, 2017",9:00p,Brooklyn Nets,106,Utah Jazz,114,"17,413",Vivint Smart Home Arena
187,"Sun, Nov 12, 2017",3:30p,Toronto Raptors,94,Boston Celtics,95,"18,624",TD Garden
188,"Sun, Nov 12, 2017",4:00p,Miami Heat,103,Detroit Pistons,112,"16,236",Little Caesars Arena
189,"Sun, Nov 12, 2017",6:00p,Houston Rockets,118,Indiana Pacers,95,"15,581",Bankers Life Fieldhouse
190,"Sun, Nov 12, 2017",7:00p,Dallas Mavericks,99,Oklahoma City Thunder,112,"18,203",Chesapeake Energy Arena
191,"Mon, Nov 13, 2017",7:00p,Sacramento Kings,92,Washington Wizards,110,"14,660",Capital One Arena
192,"Mon, Nov 13, 2017",7:30p,Cleveland Cavaliers,104,New York Knicks,101,"19,812",Madison Square Garden (IV)
193,"Mon, Nov 13, 2017",8:00p,Memphis Grizzlies,103,Milwaukee Bucks,110,"13,244",BMO Harris Bradley Center
194,"Mon, Nov 13, 2017",8:00p,Atlanta Hawks,105,New Orleans Pelicans,106,"14,631",Smoothie King Center
195,"Mon, Nov 13, 2017",9:00p,Los Angeles Lakers,100,Phoenix Suns,93,"17,533",Talking Stick Resort Arena
196,"Mon, Nov 13, 2017",9:00p,Minnesota Timberwolves,109,Utah Jazz,98,"17,236",Vivint Smart Home Arena
197,"Mon, Nov 13, 2017",10:00p,Denver Nuggets,82,Portland Trail Blazers,99,"18,895",Moda Center
198,"Mon, Nov 13, 2017",10:30p,Orlando Magic,100,Golden State Warriors,110,"19,596",Oracle Arena
199,"Mon, Nov 13, 2017",10:30p,Philadelphia 76ers,109,Los Angeles Clippers,105,"19,068",STAPLES Center
200,"Tue, Nov 14, 2017",7:30p,Boston Celtics,109,Brooklyn Nets,102,"17,732",Barclays Center
201,"Tue, Nov 14, 2017",8:00p,Toronto Raptors,129,Houston Rockets,113,"18,055",Toyota Center
202,"Tue, Nov 14, 2017",8:30p,San Antonio Spurs,97,Dallas Mavericks,91,"19,535",American Airlines Center
203,"Wed, Nov 15, 2017",7:30p,Sacramento Kings,80,Atlanta Hawks,126,"13,860",Philips Arena
204,"Wed, Nov 15, 2017",7:30p,Washington Wizards,102,Miami Heat,93,"19,600",AmericanAirlines Arena
205,"Wed, Nov 15, 2017",7:30p,Utah Jazz,101,New York Knicks,106,"18,695",Madison Square Garden (IV)
206,"Wed, Nov 15, 2017",8:00p,Cleveland Cavaliers,115,Charlotte Hornets,107,"19,427",Spectrum Center
207,"Wed, Nov 15, 2017",8:00p,Indiana Pacers,116,Memphis Grizzlies,113,"16,033",FedEx Forum
208,"Wed, Nov 15, 2017",8:00p,Detroit Pistons,95,Milwaukee Bucks,99,"14,594",BMO Harris Bradley Center
209,"Wed, Nov 15, 2017",8:00p,San Antonio Spurs,86,Minnesota Timberwolves,98,"18,978",Target Center
210,"Wed, Nov 15, 2017",8:00p,Toronto Raptors,125,New Orleans Pelicans,116,"15,654",Smoothie King Center
211,"Wed, Nov 15, 2017",8:00p,Chicago Bulls,79,Oklahoma City Thunder,92,"18,203",Chesapeake Energy Arena
212,"Wed, Nov 15, 2017",10:00p,Orlando Magic,94,Portland Trail Blazers,99,"19,206",Moda Center
213,"Wed, Nov 15, 2017",10:30p,Philadelphia 76ers,115,Los Angeles Lakers,109,"18,997",STAPLES Center
214,"Thu, Nov 16, 2017",8:00p,Golden State Warriors,88,Boston Celtics,92,"18,624",TD Garden
215,"Thu, Nov 16, 2017",10:30p,Houston Rockets,142,Phoenix Suns,116,"16,875",Talking Stick Resort Arena
216,"Fri, Nov 17, 2017",7:00p,Detroit Pistons,100,Indiana Pacers,107,"17,188",Bankers Life Fieldhouse
217,"Fri, Nov 17, 2017",7:00p,Miami Heat,91,Washington Wizards,88,"17,551",Capital One Arena
218,"Fri, Nov 17, 2017",7:30p,Utah Jazz,107,Brooklyn Nets,118,"14,495",Barclays Center
219,"Fri, Nov 17, 2017",7:30p,Los Angeles Clippers,113,Cleveland Cavaliers,118,"20,562",Quicken Loans Arena
220,"Fri, Nov 17, 2017",7:30p,New York Knicks,84,Toronto Raptors,107,"19,800",Air Canada Centre
221,"Fri, Nov 17, 2017",8:00p,Charlotte Hornets,120,Chicago Bulls,123,"20,493",United Center
222,"Fri, Nov 17, 2017",8:00p,Oklahoma City Thunder,101,San Antonio Spurs,104,"18,418",AT&T Center
223,"Fri, Nov 17, 2017",8:30p,Minnesota Timberwolves,111,Dallas Mavericks,87,"19,459",American Airlines Center
224,"Fri, Nov 17, 2017",10:00p,Portland Trail Blazers,82,Sacramento Kings,86,"17,583",Golden 1 Center
225,"Fri, Nov 17, 2017",10:30p,New Orleans Pelicans,114,Denver Nuggets,146,"16,816",Pepsi Center
226,"Fri, Nov 17, 2017",10:30p,Phoenix Suns,122,Los Angeles Lakers,113,"18,997",STAPLES Center
227,"Sat, Nov 18, 2017",7:00p,Los Angeles Clippers,87,Charlotte Hornets,102,"17,640",Spectrum Center
228,"Sat, Nov 18, 2017",7:00p,Utah Jazz,125,Orlando Magic,85,"19,157",Amway Center
229,"Sat, Nov 18, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,99,"16,381",Philips Arena
230,"Sat, Nov 18, 2017",7:30p,Golden State Warriors,124,Philadelphia 76ers,116,"20,848",Wells Fargo Center
231,"Sat, Nov 18, 2017",8:00p,Houston Rockets,105,Memphis Grizzlies,83,"17,266",FedEx Forum
232,"Sat, Nov 18, 2017",9:00p,Milwaukee Bucks,79,Dallas Mavericks,111,"19,949",American Airlines Center
233,"Sat, Nov 18, 2017",10:00p,Sacramento Kings,90,Portland Trail Blazers,102,"19,522",Moda Center
234,"Sun, Nov 19, 2017",3:30p,Washington Wizards,91,Toronto Raptors,100,"19,800",Air Canada Centre
