,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
15,Gary Bradds,PF,27,WSA,60,,20.7,4.9,10.1,.480,0.0,0.1,.000,4.9,10.1,.484,.480,3.6,4.4,.828,1.6,4.1,5.6,0.9,,,2.0,3.0,13.4
16,John Brisker,SF,22,PTP,77,,28.2,8.1,17.7,.461,0.4,1.5,.293,7.7,16.2,.476,.473,4.3,5.2,.827,2.6,3.2,5.7,1.7,,,2.6,3.1,21.0
17,Larry Brown*,PG,29,WSA,82,,33.7,4.6,10.4,.440,0.1,0.5,.256,4.5,9.9,.449,.446,4.4,5.4,.825,0.6,2.4,3.0,7.1,,,4.3,3.1,13.7
18,Roger Brown*,SF,27,INA,84,,41.6,8.6,17.2,.498,0.5,1.4,.333,8.1,15.8,.513,.512,5.4,6.7,.813,2.1,5.3,7.4,4.7,,,2.7,3.7,23.0
19,Bill Bunting,SF,22,CAR,57,,12.3,1.7,4.4,.387,0.0,0.0,,1.7,4.4,.387,.387,1.4,1.9,.745,1.3,1.7,3.0,0.6,,,0.8,1.9,4.8
20,Mike Butler,SG,23,NOB,83,,20.8,3.6,9.6,.373,1.0,3.6,.290,2.5,6.0,.422,.427,1.6,1.9,.839,0.1,1.3,1.4,1.6,,,1.2,2.3,9.9
21,Walter Byrd,PF,,MMF,22,,5.0,0.6,2.0,.326,0.0,0.0,.000,0.6,1.9,.333,.326,0.2,0.8,.294,0.4,0.8,1.1,0.3,,,0.4,1.0,1.5
22,Mack Calvin,PG,22,LAS,84,,35.2,5.3,12.5,.421,0.0,0.3,.120,5.2,12.2,.429,.423,6.3,7.6,.824,1.1,2.4,3.5,5.7,,,3.1,3.4,16.8
23,Larry Cannon,SG,22,MMF,57,,26.4,4.4,11.6,.383,0.1,0.5,.267,4.3,11.1,.389,.389,2.8,4.1,.681,1.3,1.2,2.5,2.7,,,2.2,2.3,11.8
24,Frank Card,PF,25,WSA,74,,24.6,4.7,9.0,.527,0.0,0.1,.200,4.7,8.9,.530,.528,2.4,3.9,.622,2.1,4.4,6.5,1.2,,,2.0,2.9,11.9
25,Darel Carrier,SG,29,KEN,77,,36.4,7.9,18.9,.417,1.4,3.6,.375,6.5,15.3,.427,.453,5.9,6.6,.892,0.6,2.7,3.2,2.8,,,2.8,3.5,23.1
26,George Carter,SF,26,WSA,67,,27.6,5.9,13.0,.456,0.1,0.2,.538,5.8,12.8,.455,.460,2.5,3.2,.773,2.3,4.0,6.3,1.4,,,2.1,3.0,14.4
27,Wayne Chapman,SF,24,KEN,82,,18.5,3.2,8.0,.399,0.1,0.5,.216,3.1,7.5,.410,.405,1.6,2.5,.657,1.2,1.8,3.1,1.7,,,1.6,3.0,8.1
28,Bob Christian,C,23,TOT,2,,5.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,1.0,1.5,0.0,,,1.5,1.5,1.0
29,Stephen Chubin,SG,25,TOT,72,,14.7,1.8,4.9,.361,0.1,0.2,.357,1.7,4.7,.361,.368,2.4,2.8,.854,1.0,0.9,1.9,2.3,,,2.1,2.4,6.0
30,Glen Combs,PG,23,DLC,84,,38.8,7.6,17.5,.434,1.5,4.4,.351,6.1,13.1,.462,.478,5.5,6.5,.836,0.7,2.7,3.4,4.1,,,3.5,3.2,22.2
31,Jeffrey Congdon,PG,26,DNR,83,,29.7,3.6,9.3,.386,0.8,2.1,.354,2.8,7.2,.395,.426,1.8,2.3,.786,0.6,2.2,2.8,5.4,,,2.5,2.5,9.8
32,Al Cueto,C,23,MMF,78,,16.2,2.3,5.8,.405,0.1,0.2,.313,2.3,5.6,.409,.411,1.3,1.8,.708,2.2,3.6,5.8,0.7,,,1.2,3.3,6.0
33,Louie Dampier*,PG,25,KEN,82,,40.9,9.1,22.7,.399,2.4,6.7,.361,6.6,16.0,.414,.452,5.5,6.6,.831,1.0,2.8,3.8,5.5,,,3.3,2.9,26.0
34,Mel Daniels*,C,25,INA,83,,36.6,7.4,15.6,.473,0.0,0.0,.000,7.4,15.6,.474,.473,4.0,5.9,.675,5.1,12.5,17.6,1.6,,,3.7,3.7,18.7
35,Ollie Darden,PF,25,TOT,69,,11.9,1.8,4.7,.385,0.0,0.1,.200,1.8,4.7,.388,.387,0.8,1.3,.655,1.3,2.4,3.8,0.7,,,1.2,2.1,4.5
36,Lee Davis,PF,24,NOB,16,,8.0,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.5,0.9,.533,0.6,1.9,2.5,0.1,,,0.3,1.9,2.5
37,Warren Davis,PF,26,TOT,80,,33.1,5.4,10.8,.497,0.0,0.0,.333,5.3,10.7,.498,.498,3.8,5.2,.727,3.5,7.9,11.3,3.1,,,3.4,3.8,14.5
38,Sonny Dove,PF,24,NYA,80,,28.6,5.7,12.3,.462,0.0,0.2,.154,5.7,12.2,.466,.463,3.0,4.7,.633,3.0,3.8,6.8,1.3,,,2.5,3.7,14.4
39,Jim Eakins,C,23,WSA,82,,14.8,2.2,4.4,.497,0.0,0.0,,2.2,4.4,.497,.497,2.0,2.7,.741,1.6,3.4,5.0,0.9,,,1.3,2.2,6.4
40,Bobby Edmonds,SF,28,INA,3,,4.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.3,1.0,.333,0.7,0.7,1.3,0.0,,,0.0,0.3,1.0
41,Billy Evans,PG,22,NYA,53,,11.4,0.6,1.6,.368,0.0,0.0,.000,0.6,1.6,.376,.368,0.7,1.3,.543,0.3,0.4,0.7,1.9,,,0.9,1.7,1.9
42,John Fairchild,SF,26,TOT,10,,7.8,0.7,2.3,.304,0.3,0.5,.600,0.4,1.8,.222,.370,0.5,1.0,.500,0.6,1.1,1.7,0.4,,,0.8,1.8,2.2
43,Calvin Fowler,SG,29,CAR,78,,15.8,1.7,3.7,.455,0.1,0.2,.412,1.6,3.5,.458,.467,0.9,1.5,.622,0.7,1.5,2.2,1.6,,,1.0,2.0,4.4
44,Ronald Franz,SF,24,NOB,55,,23.7,4.2,9.9,.422,0.1,0.5,.280,4.1,9.5,.429,.429,3.0,4.7,.629,1.9,3.3,5.2,1.7,,,2.1,2.5,11.5
45,Donnie Freeman,PG,25,MMF,79,,40.1,9.7,21.3,.455,0.1,0.2,.263,9.6,21.1,.457,.456,7.9,9.6,.822,1.7,3.4,5.1,3.7,,,2.4,3.2,27.4
46,Jack Gillespie,F,22,NYA,2,,13.5,0.0,2.5,.000,0.0,0.0,,0.0,2.5,.000,.000,1.0,1.0,1.000,1.0,2.5,3.5,0.0,,,0.0,1.5,1.0
47,Gerald Govan,C,28,NOB,84,,44.1,5.0,12.4,.404,0.0,0.1,.091,5.0,12.3,.408,.405,2.5,3.4,.730,3.4,11.1,14.5,4.6,,,3.2,3.3,12.5
48,Luther Green,PF,23,NYA,59,,12.5,1.9,5.1,.376,0.0,0.1,.000,1.9,5.1,.380,.376,0.9,1.6,.567,1.6,2.8,4.5,0.5,,,0.9,2.0,4.8
49,Dennis Grey,C,22,NYA,4,,18.5,1.5,6.0,.250,0.0,0.0,,1.5,6.0,.250,.250,1.5,3.0,.500,2.8,3.5,6.3,0.0,,,0.8,3.8,4.5
50,Dick Grubar,G,22,INA,2,,4.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,0.0,0.0,0.5,,,0.0,0.5,2.0
51,Cliff Hagan*,SF,38,DLC,3,,9.0,2.7,4.3,.615,0.0,0.3,.000,2.7,4.0,.667,.615,0.3,0.7,.500,0.3,0.7,1.0,2.0,,,1.3,0.7,5.7
52,Tom Hagan,PG,23,DLC,24,,9.4,1.5,3.4,.457,0.3,0.7,.412,1.3,2.7,.469,.500,0.9,1.2,.759,0.3,0.9,1.3,1.2,,,0.7,1.8,4.3
53,Dennis Hamilton,PF,25,PTP,72,,18.5,2.6,5.2,.507,0.0,0.0,.000,2.6,5.2,.508,.507,1.1,1.4,.760,1.4,3.3,4.7,1.0,,,1.3,2.0,6.3
54,Julian Hammond,SF,26,DNR,69,,26.8,4.8,9.6,.498,0.0,0.0,.000,4.8,9.6,.499,.498,2.4,3.5,.695,3.0,3.9,6.8,1.6,,,2.3,2.7,12.0
55,Ira Harge,C,28,WSA,84,,35.6,4.9,10.5,.468,0.0,0.0,,4.9,10.5,.468,.468,2.3,3.4,.678,4.0,10.0,14.0,2.4,,,3.3,3.9,12.2
56,Spencer Haywood*,C,20,DNR,84,,45.3,11.7,23.8,.493,0.0,0.1,.000,11.7,23.7,.496,.493,6.5,8.4,.776,6.3,13.1,19.5,2.3,,,3.0,2.6,30.0
57,Art Heyman,SG,28,TOT,19,,16.3,2.5,5.6,.443,0.0,0.2,.000,2.5,5.4,.461,.443,2.4,3.4,.708,1.7,1.3,3.0,1.3,,,2.1,1.7,7.4
58,Wayne Hightower,PF,30,LAS,27,,35.6,6.7,14.9,.447,0.0,0.1,.000,6.7,14.9,.449,.447,4.8,6.3,.759,2.9,6.6,9.4,2.6,,,2.7,3.7,18.1
59,Simmie Hill,SF,23,TOT,53,,28.3,5.6,13.4,.419,0.1,0.6,.167,5.5,12.8,.430,.422,2.4,3.2,.754,3.2,4.4,7.6,0.9,,,2.8,3.8,13.7
60,Les Hunter,PF,27,NYA,79,,36.2,6.2,14.2,.433,0.1,0.5,.146,6.1,13.7,.444,.436,4.0,5.5,.734,3.0,5.6,8.5,2.7,,,3.8,4.2,16.4
61,Warren Jabali,SG,23,WSA,40,,37.8,8.6,19.2,.445,0.5,1.6,.306,8.1,17.7,.458,.458,5.3,7.3,.717,2.9,7.6,10.4,4.3,,,5.1,3.6,22.8
62,Mervin Jackson,PG,23,LAS,52,,21.5,3.3,9.1,.356,0.3,0.8,.364,2.9,8.3,.355,.373,1.8,2.2,.807,0.8,1.9,2.7,2.2,,,1.6,2.8,8.6
63,Hal Jeter,G,24,WSA,5,,3.8,0.2,0.8,.250,0.0,0.0,,0.2,0.8,.250,.250,0.0,0.0,,0.2,0.0,0.2,0.0,,,0.6,1.6,0.4
64,Ed Johnson,C,25,NYA,74,,33.6,5.5,11.5,.478,0.0,0.0,.500,5.5,11.4,.478,.478,3.1,5.5,.559,4.4,7.4,11.9,1.2,,,2.9,4.1,14.0
65,Stew Johnson,PF,25,PTP,81,,29.0,6.7,16.5,.407,0.2,0.7,.273,6.5,15.8,.413,.412,1.7,2.2,.778,2.3,4.5,6.8,1.5,,,1.9,2.6,15.3
66,Jimmy Jones,PG,25,NOB,70,,35.9,7.6,15.3,.497,0.0,0.1,.222,7.6,15.2,.500,.498,5.4,6.7,.810,1.2,3.3,4.5,4.9,,,3.9,3.4,20.7
67,Larry Jones,SG,27,DNR,75,,40.4,8.3,19.2,.434,0.5,2.2,.248,7.8,17.0,.458,.448,7.7,9.8,.791,1.9,3.3,5.2,5.7,,,3.2,3.0,24.9
68,Rich Jones,SF,23,DLC,2,,25.0,4.5,10.0,.450,0.0,0.0,,4.5,10.0,.450,.450,5.0,5.5,.909,3.5,8.0,11.5,0.5,,,3.0,5.5,14.0
69,Steve Jones,SG,27,NOB,84,,37.1,8.2,18.5,.442,0.2,0.8,.227,8.0,17.8,.452,.447,4.9,5.9,.832,1.7,2.9,4.6,2.3,,,3.0,3.5,21.5
70,Wil Jones,PF,22,MMF,74,,22.9,3.3,8.3,.394,0.0,0.1,.182,3.3,8.2,.398,.396,1.6,2.2,.728,3.0,4.6,7.6,0.6,,,1.4,2.8,8.2
71,Bill Keller,SG,22,INA,82,,18.1,3.1,7.7,.397,0.5,1.9,.273,2.6,5.9,.438,.431,2.0,2.4,.850,0.9,1.2,2.1,2.9,,,1.4,1.9,8.7
72,Arvesta Kelly,PG,24,PTP,70,,34.2,5.5,11.1,.494,0.3,1.1,.284,5.2,10.1,.516,.507,2.4,3.7,.654,1.7,2.1,3.8,3.2,,,3.0,2.8,13.7
73,Julius Keye,C,23,DNR,77,,21.3,3.2,8.0,.396,0.0,0.1,.000,3.2,7.9,.401,.396,1.5,2.5,.601,2.4,4.4,6.9,0.6,,,1.3,2.7,7.9
74,Wilbur Kirkland,F,,PTP,2,,13.5,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,0.0,0.0,,0.5,5.0,5.5,0.5,,,1.0,2.5,3.0
75,Barry Kramer,SF,27,NYA,7,,8.0,1.4,4.4,.323,0.0,0.1,.000,1.4,4.3,.333,.323,1.0,1.1,.875,1.0,0.9,1.9,0.4,,,1.6,1.4,3.9
76,Steven Kramer,SG,25,CAR,51,,8.8,1.0,2.1,.458,0.0,0.0,.000,1.0,2.1,.467,.458,1.2,1.7,.733,0.4,0.7,1.0,0.8,,,0.8,1.4,3.2
77,Tommy Kron,SG,26,KEN,40,,12.3,1.4,3.7,.374,0.2,0.5,.368,1.2,3.2,.375,.398,1.0,1.2,.891,0.6,1.1,1.7,2.2,,,1.5,2.0,4.0
78,Manny Leaks,C,24,DLC,84,,36.7,7.6,15.3,.494,0.0,0.0,.000,7.6,15.3,.495,.494,3.6,5.1,.713,5.1,7.4,12.5,1.2,,,2.2,3.4,18.8
79,George Lehmann,PG,27,TOT,81,,24.6,3.9,10.5,.375,1.1,3.5,.322,2.8,6.9,.403,.430,2.2,2.6,.853,0.4,1.1,1.5,3.2,,,2.5,2.3,11.2
80,Freddie Lewis,PG,26,INA,81,,35.5,5.5,13.1,.421,0.6,2.2,.266,5.0,11.0,.452,.443,4.7,6.0,.790,1.5,2.0,3.4,3.6,,,2.3,3.6,16.4
81,Mike Lewis,C,23,PTP,78,,34.6,6.4,12.9,.496,0.0,0.0,,6.4,12.9,.496,.496,3.4,4.6,.756,4.7,8.8,13.5,3.4,,,3.1,3.9,16.2
82,Goose Ligon,PF,25,KEN,84,,37.3,6.0,11.9,.507,0.0,0.0,.000,6.0,11.9,.508,.507,3.4,5.3,.645,4.8,8.3,13.0,2.3,,,2.5,4.3,15.5
83,Samuel Little,G,23,KEN,3,,3.7,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.3,0.3,1.000,0.0,0.3,0.3,0.7,,,0.3,1.3,1.7
84,Gene Littles,PG,26,CAR,82,,34.5,5.0,10.0,.507,0.0,0.0,.000,5.0,9.9,.509,.507,2.4,3.1,.776,1.9,3.2,5.1,3.4,,,1.9,3.1,12.5
85,Riney Lochmann,SF,25,DLC,47,,9.5,1.6,3.5,.440,0.1,0.2,.375,1.5,3.4,.443,.449,0.5,1.0,.556,0.9,1.1,2.0,0.9,,,0.7,1.3,3.7
86,Henry Logan,SG,23,WSA,32,,20.6,3.4,8.4,.409,0.0,0.1,.000,3.4,8.3,.414,.409,2.8,4.0,.717,1.3,1.5,2.8,1.8,,,2.0,2.9,9.7
87,Lonnie Lynn,SF,26,TOT,52,,15.0,2.2,5.3,.407,0.0,0.1,.000,2.2,5.2,.412,.407,0.7,1.4,.486,1.6,3.4,5.0,0.8,,,1.3,2.3,5.0
88,Randolph Mahaffey,PF,24,CAR,84,,30.5,4.4,9.8,.447,0.0,0.0,.000,4.4,9.7,.449,.447,2.3,3.4,.686,2.5,5.6,8.1,2.0,,,2.9,3.3,11.0
89,Bill McGill,C,30,TOT,59,,14.1,3.4,6.3,.545,0.0,0.0,,3.4,6.3,.545,.545,1.3,1.8,.713,0.9,2.7,3.6,1.0,,,1.4,2.4,8.1
90,Maurice McHartley,SG-PG,27,TOT,55,,18.0,2.8,7.1,.399,0.1,0.7,.167,2.7,6.4,.423,.407,1.8,2.4,.754,0.8,1.3,2.1,2.6,,,2.7,2.9,7.5
91,Bob McIntyre,SF,26,NYA,7,,13.4,1.7,4.6,.375,0.1,0.4,.333,1.6,4.1,.379,.391,0.0,0.1,.000,1.3,1.6,2.9,0.7,,,0.9,1.1,3.6
92,Jerry McKee,G,23,INA,1,,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
93,Bill Melchionni,PG,25,NYA,80,,39.5,6.0,12.9,.465,0.1,0.4,.179,5.9,12.5,.473,.467,3.2,3.9,.820,0.8,2.1,2.9,5.7,,,2.3,3.5,15.2
94,Jay Miller,SF,26,INA,52,,8.0,1.4,3.2,.449,0.0,0.0,.000,1.4,3.2,.452,.449,0.8,1.1,.719,0.8,0.7,1.5,0.3,,,0.5,1.4,3.7
95,Larry Miller,SG,23,TOT,80,,25.5,4.0,9.5,.418,0.2,0.9,.203,3.8,8.6,.442,.428,2.8,4.1,.674,1.7,3.5,5.2,1.8,,,1.8,2.2,10.9
96,Doug Moe,SF,31,CAR,80,,33.4,6.7,15.7,.427,0.1,0.4,.235,6.6,15.3,.432,.430,3.8,5.0,.762,1.8,3.7,5.5,5.3,,,3.3,3.5,17.3
97,Gene Moore,C,24,KEN,83,,31.5,7.6,16.7,.453,0.0,0.0,.500,7.6,16.7,.453,.454,2.5,3.7,.672,4.2,7.9,12.1,2.3,,,3.7,4.6,17.7
98,Jackie Moreland,SF,31,NOB,80,,29.0,4.0,9.6,.414,0.0,0.1,.250,3.9,9.5,.416,.416,1.7,2.2,.790,1.9,3.0,4.8,2.0,,,1.9,3.1,9.7
99,Willie Murrell,SF,28,TOT,82,,21.5,3.4,7.3,.463,0.1,0.2,.412,3.3,7.1,.465,.469,1.4,1.9,.760,1.5,4.0,5.5,0.8,,,1.4,2.5,8.2
100,Bob Netolicky,PF,27,INA,82,,39.3,8.2,17.0,.483,0.0,0.1,.286,8.2,16.9,.484,.484,4.2,6.1,.683,4.1,6.6,10.7,1.5,,,2.3,2.5,20.6
101,Rich Niemann,C,23,CAR,63,,23.3,4.5,9.5,.474,0.0,0.0,,4.5,9.5,.474,.474,2.2,3.0,.734,2.7,6.2,8.9,1.4,,,2.2,3.5,11.3
102,Bud Olsen,PF,29,KEN,84,,16.4,1.9,3.9,.479,0.0,0.0,.250,1.9,3.9,.482,.480,0.3,0.9,.356,1.7,2.8,4.5,3.0,,,1.3,2.8,4.1
103,Barry Orms,PG,23,TOT,77,,27.2,3.5,9.0,.391,0.1,0.3,.192,3.5,8.7,.399,.395,2.0,3.6,.551,1.8,2.7,4.5,1.7,,,1.9,2.8,9.1
104,George Peeples,C,26,CAR,83,,26.7,3.4,8.2,.409,0.0,0.1,.000,3.4,8.1,.413,.409,2.5,3.8,.663,2.8,5.5,8.3,1.5,,,1.7,2.8,9.2
105,Ron Perry,SG,26,TOT,46,,11.3,2.3,5.9,.382,0.2,0.8,.286,2.0,5.2,.397,.401,1.5,2.1,.711,0.5,0.6,1.2,0.8,,,1.1,1.7,6.2
106,Mel Peterson,G-F,31,LAS,4,,13.3,2.5,8.8,.286,0.0,1.0,.000,2.5,7.8,.323,.286,0.8,0.8,1.000,1.3,2.0,3.3,0.3,,,1.0,1.0,5.8
107,Walter Piatkowski,PF,24,DNR,74,,17.6,2.9,7.2,.402,0.1,0.7,.220,2.8,6.6,.421,.412,1.0,1.3,.768,1.4,2.0,3.4,0.6,,,1.0,2.4,7.0
108,Cincinnatus Powell,SF,27,DLC,76,,34.5,7.4,15.8,.468,0.0,0.2,.167,7.4,15.6,.471,.469,5.3,6.8,.775,2.5,6.4,9.0,2.5,,,3.3,3.3,20.1
109,Bobby Rascoe,SG,29,KEN,4,,8.5,1.0,5.3,.190,0.0,0.3,.000,1.0,5.0,.200,.190,1.5,1.8,.857,0.3,0.8,1.0,0.3,,,0.5,0.8,3.5
110,Craig Raymond,C,24,TOT,80,,29.5,4.8,10.2,.475,0.0,0.0,.000,4.8,10.1,.476,.475,2.4,3.8,.625,1.8,8.1,10.0,1.9,,,3.1,3.4,12.0
111,Red Robbins,PF,25,NOB,82,,39.8,6.4,13.3,.481,0.1,0.3,.304,6.3,13.0,.485,.484,3.5,4.5,.779,5.2,11.0,16.2,2.2,,,1.8,3.1,16.4
112,Jerry Rook,F,26,NOB,28,,5.5,1.3,2.9,.451,0.0,0.1,.000,1.3,2.9,.463,.451,0.4,0.5,.846,0.4,0.7,1.1,0.4,,,0.6,0.8,3.0
113,Willie Scott,F,22,DLC,8,,6.4,0.8,1.9,.400,0.0,0.0,,0.8,1.9,.400,.400,0.1,0.8,.167,0.3,0.3,0.5,0.3,,,1.0,2.0,1.6
114,Lester Selvage,PG,26,LAS,4,,4.3,1.0,3.5,.286,0.0,1.0,.000,1.0,2.5,.400,.286,0.0,0.0,,0.0,0.5,0.5,1.3,,,0.3,0.5,2.0
115,Lynn Shackelford,SF,22,MMF,22,,8.3,1.0,3.3,.306,0.2,0.6,.308,0.8,2.7,.305,.333,0.5,0.6,.769,0.5,0.7,1.2,0.5,,,0.4,1.5,2.6
116,Donald Sidle,PF,23,MMF,84,,41.6,7.6,15.7,.484,0.0,0.1,.167,7.6,15.6,.486,.484,5.6,7.5,.740,5.1,7.7,12.9,1.5,,,3.0,3.2,20.8
117,Walter Simon,SF,30,NYA,81,,33.3,5.6,12.7,.441,0.0,0.2,.050,5.6,12.5,.449,.441,3.1,4.2,.749,1.9,4.0,5.9,3.6,,,2.4,3.7,14.3
118,John Smith,C,25,TOT,70,,17.0,1.5,4.1,.370,0.0,0.0,.000,1.5,4.0,.372,.370,0.8,1.3,.596,1.9,3.9,5.8,0.8,,,1.2,2.6,3.8
119,Sam Smith,SF,26,KEN,81,,29.7,3.8,8.9,.424,0.0,0.0,.250,3.8,8.9,.425,.425,2.0,3.1,.655,3.7,5.2,8.9,1.3,,,1.5,2.5,9.6
120,Daniel Sparks,PF,24,MMF,3,,17.3,2.3,6.0,.389,0.0,0.0,,2.3,6.0,.389,.389,1.7,2.0,.833,3.0,2.3,5.3,0.7,,,1.3,2.3,6.3
121,Erv Staggs,SF,21,MMF,53,,20.0,3.6,8.9,.399,0.0,0.1,.286,3.5,8.8,.400,.401,1.4,2.2,.640,0.7,1.6,2.3,1.4,,,2.1,2.9,8.5
122,George Stone,SF,23,LAS,83,,31.8,6.2,14.4,.429,0.8,2.5,.316,5.4,11.9,.452,.456,2.9,3.7,.781,2.0,4.7,6.6,1.7,,,1.9,3.4,16.0
123,George Sutor,C,26,TOT,14,,10.5,0.9,3.3,.261,0.0,0.1,.000,0.9,3.2,.267,.261,0.5,1.2,.412,1.6,2.3,3.9,0.2,,,0.8,2.2,2.2
124,Keith Swagerty,PF,24,KEN,3,,10.0,0.7,3.0,.222,0.0,0.3,.000,0.7,2.7,.250,.222,1.0,1.0,1.000,0.3,1.7,2.0,1.0,,,0.7,1.3,2.3
125,Skeeter Swift,SG,23,NOB,66,,16.5,3.3,8.3,.394,0.6,1.9,.304,2.7,6.4,.420,.429,2.1,2.5,.827,0.3,1.2,1.5,1.2,,,1.5,3.2,9.2
126,Levern Tart,SG,27,NYA,80,,40.1,9.5,19.1,.495,0.1,0.4,.314,9.3,18.7,.499,.498,5.2,6.6,.783,3.2,3.7,6.8,3.3,,,3.1,3.4,24.2
127,Fatty Taylor,PG,23,WSA,83,,24.0,2.9,6.3,.467,0.0,0.1,.167,2.9,6.2,.471,.468,2.1,3.2,.674,2.1,2.4,4.5,2.4,,,1.9,3.4,8.0
128,Ronald Taylor,C,22,TOT,75,,12.1,2.1,4.4,.477,0.0,0.0,,2.1,4.4,.477,.477,0.8,1.4,.559,1.6,2.3,3.9,0.9,,,1.7,2.9,4.9
129,Tom Thacker,PG,30,INA,70,,14.5,1.0,3.0,.330,0.1,0.6,.256,0.9,2.5,.347,.354,0.5,1.0,.551,1.3,1.7,3.0,2.6,,,1.6,2.5,2.7
130,Floyd Theard,PG,25,DNR,25,,16.2,1.6,4.5,.345,0.0,0.0,.000,1.6,4.5,.348,.345,0.7,1.1,.643,0.3,1.7,2.0,1.8,,,1.8,2.0,3.8
131,Justus Thigpen,SG,22,PTP,3,,19.3,1.7,6.3,.263,0.0,0.0,,1.7,6.3,.263,.263,0.3,1.0,.333,1.3,1.3,2.7,1.3,,,0.3,4.7,3.7
132,George Thompson,SG,22,PTP,54,,18.8,4.8,10.9,.441,0.1,0.6,.219,4.7,10.3,.454,.447,3.3,4.8,.677,0.9,0.9,1.7,1.4,,,1.6,2.0,13.0
