,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
133,Skip Thoren,C,26,MMF,29,,35.2,5.7,12.6,.451,0.0,0.1,.000,5.7,12.5,.453,.451,3.2,5.3,.594,3.8,9.8,13.6,2.6,,,3.1,3.9,14.5
134,Dallas Thornton,SF,23,MMF,5,,22.8,3.0,7.0,.429,0.0,0.4,.000,3.0,6.6,.455,.429,2.8,3.4,.824,1.0,3.4,4.4,2.2,,,3.6,2.8,8.8
135,George Tinsley,SF,23,TOT,82,,17.6,2.1,5.0,.430,0.0,0.1,.125,2.1,4.9,.436,.431,2.0,2.7,.743,1.8,2.2,4.0,0.9,,,1.2,2.3,6.3
136,Stephen Vacendak,PG,25,TOT,14,,12.4,1.1,4.2,.254,0.0,0.1,.000,1.1,4.1,.263,.254,0.9,1.6,.591,0.4,0.6,0.9,1.4,,,0.7,1.6,3.1
137,Chico Vaughn,SG,29,PTP,21,,19.1,3.1,8.6,.367,1.1,3.9,.293,2.0,4.7,.429,.433,2.3,3.3,.686,0.8,0.5,1.3,1.0,,,1.1,2.5,9.7
138,Bob Verga,SG,24,CAR,82,,41.6,10.6,24.2,.437,0.8,2.6,.307,9.8,21.6,.453,.454,5.6,6.9,.811,2.1,3.1,5.2,3.5,,,3.8,3.3,27.5
139,Dwight Waller,F,24,DNR,7,,12.4,1.4,3.4,.417,0.0,0.1,.000,1.4,3.3,.435,.417,1.3,2.7,.474,2.3,3.1,5.4,0.6,,,2.3,1.7,4.1
140,Ben Warley,SF,33,DNR,42,,11.3,1.4,4.0,.353,0.4,1.4,.259,1.1,2.7,.402,.397,1.4,1.8,.763,0.6,2.0,2.6,0.7,,,0.9,2.3,4.6
141,Bob Warlick,SG,28,LAS,29,,24.5,3.9,10.7,.362,0.0,0.0,.000,3.9,10.6,.364,.362,2.2,3.3,.677,1.8,2.2,3.9,2.6,,,2.0,2.4,10.0
142,Bob Warren,SG,23,LAS,72,,23.2,3.7,9.0,.411,0.3,1.5,.234,3.3,7.5,.446,.430,2.4,3.3,.739,1.7,2.2,3.8,2.0,,,2.1,2.6,10.2
143,Bobby Washington,PG,22,KEN,2,,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.5,0.0,0.0
144,Trooper Washington,PF,25,TOT,81,,29.0,4.0,7.2,.550,0.0,0.1,.500,3.9,7.1,.551,.553,1.9,3.0,.646,3.9,6.3,10.1,2.4,,,2.2,3.5,9.9
145,Hubie White,SG,30,MMF,54,,15.3,2.7,6.7,.402,0.1,0.8,.163,2.6,5.9,.434,.412,1.1,1.6,.738,1.3,1.6,2.9,1.0,,,1.1,2.7,6.7
146,Hank Whitney,PF,30,CAR,59,,16.6,2.9,6.8,.422,0.0,0.0,,2.9,6.8,.422,.422,1.0,1.5,.648,2.2,4.1,6.3,0.9,,,1.4,3.4,6.7
147,Charlie Williams,SG,26,PTP,26,,35.6,7.4,20.7,.359,0.6,2.9,.213,6.8,17.8,.383,.374,4.0,5.2,.770,1.0,2.0,3.0,3.6,,,3.1,3.1,19.5
148,Gene Williams,F,22,KEN,1,,8.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0
149,Jasper Wilson,SF,22,NOB,4,,14.8,2.0,5.3,.381,0.3,0.5,.500,1.8,4.8,.368,.405,1.5,2.0,.750,0.5,3.0,3.5,0.5,,,1.0,1.5,5.8
150,Willie Wise,PF,22,LAS,82,,33.0,5.9,12.4,.476,0.0,0.2,.235,5.8,12.2,.480,.478,3.4,5.2,.651,3.5,8.2,11.6,2.5,,,2.3,3.7,15.2
151,Greg Wittman,PF,22,DNR,50,,9.1,1.6,4.1,.392,0.1,0.3,.235,1.5,3.7,.406,.402,0.6,1.2,.542,0.6,1.4,2.0,0.3,,,0.7,1.7,3.9
152,Bob Woollard,C,29,MMF,19,,12.3,1.7,4.3,.390,0.0,0.1,.000,1.7,4.3,.395,.390,1.1,1.3,.800,1.3,2.3,3.6,0.3,,,0.8,2.2,4.4
153,Tom Workman,F-C,25,LAS,26,,17.1,4.5,9.7,.462,0.0,0.2,.250,4.4,9.5,.466,.464,3.0,3.8,.786,1.7,1.9,3.6,0.8,,,1.3,2.7,11.9
154,Lonnie Wright,SG,25,DNR,79,,28.3,5.0,12.1,.413,0.7,2.4,.280,4.3,9.6,.447,.441,1.5,2.2,.691,0.6,2.1,2.7,1.9,,,1.2,3.5,12.2
