,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
19,Frank Card,SF,27,TOT,82,,19.3,2.9,6.6,.433,0.0,0.0,.000,2.9,6.6,.434,.433,1.6,2.4,.660,1.9,2.5,4.4,1.0,,,1.5,2.7,7.3
20,Darel Carrier,SG,31,KEN,23,,27.3,5.1,12.5,.406,0.7,1.6,.432,4.4,10.9,.402,.434,3.3,3.8,.864,0.5,2.0,2.5,1.9,,,1.7,2.8,14.2
21,George Carter,SF,28,TOT,75,,35.0,7.2,16.4,.438,0.0,0.1,.000,7.2,16.2,.442,.438,5.2,6.3,.819,2.3,4.5,6.7,1.7,,,2.5,2.9,19.5
22,Wayne Chapman,SF,26,INA,7,,10.9,1.0,2.6,.389,0.1,0.3,.500,0.9,2.3,.375,.417,0.4,0.9,.500,0.3,0.4,0.7,1.6,,,0.9,1.4,2.6
23,Len Chappell,PF,31,DLC,79,,17.8,2.9,6.5,.452,0.0,0.0,,2.9,6.5,.452,.452,1.8,2.4,.746,1.8,2.2,4.0,0.9,,,0.8,2.0,7.7
24,Glen Combs,SG,25,UTS,84,,34.6,5.8,13.2,.436,1.2,3.0,.406,4.5,10.2,.444,.482,3.8,4.5,.839,0.6,1.9,2.6,3.6,,,2.3,3.0,16.5
25,Jeffrey Congdon,PG,28,DLC,20,,13.1,1.5,4.3,.349,0.2,0.4,.429,1.4,4.0,.342,.366,0.9,1.0,.850,0.4,0.9,1.3,1.8,,,0.7,1.0,4.0
26,Louie Dampier*,PG,27,KEN,83,,38.7,5.7,13.0,.442,1.0,2.8,.361,4.7,10.2,.465,.481,3.4,4.0,.836,0.5,2.6,3.1,6.2,,,2.5,2.9,15.9
27,Mel Daniels*,C,27,INA,79,,37.6,7.6,15.0,.505,0.0,0.1,.000,7.6,14.9,.508,.505,4.0,5.7,.703,4.8,11.6,16.4,2.2,,,3.0,3.7,19.2
28,Lee Davis,PF,26,MMP,58,,9.5,1.7,4.0,.437,0.0,0.1,.125,1.7,3.8,.448,.439,0.4,0.7,.581,1.2,1.9,3.1,0.4,,,0.4,1.6,3.9
29,Mickey Davis,SF,21,PTC,23,,5.5,1.1,2.7,.397,0.0,0.1,.000,1.1,2.7,.410,.397,0.6,0.9,.700,0.9,0.9,1.8,0.4,,,0.7,1.0,2.8
30,Warren Davis,PF,28,TOT,86,,27.1,3.9,8.2,.481,0.0,0.0,.000,3.9,8.1,.482,.481,2.4,3.5,.692,2.9,5.2,8.1,2.1,,,2.2,3.2,10.2
31,Randy Denton,C,22,TOT,81,,25.2,5.3,11.5,.460,0.0,0.0,.000,5.3,11.5,.461,.460,1.7,2.1,.804,3.4,5.7,9.1,0.8,,,1.4,2.2,12.3
32,Joe DePre,SG,24,NYA,46,,12.2,1.7,4.4,.393,0.0,0.1,.333,1.7,4.2,.395,.398,0.7,1.2,.630,0.3,0.7,1.1,1.0,,,1.4,1.7,4.2
33,Coby Dietrick,C,23,MMP,1,,9.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,2.0,.000,3.0,4.0,7.0,1.0,,,1.0,1.0,2.0
34,Ron Dorsey,F,23,CAR,1,,12.0,2.0,8.0,.250,0.0,1.0,.000,2.0,7.0,.286,.250,0.0,2.0,.000,2.0,3.0,5.0,0.0,,,1.0,2.0,4.0
35,Sonny Dove,PF,26,NYA,2,,4.5,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,1.0,1.5,.667,0.5,0.0,0.5,0.5,,,1.0,2.0,3.0
36,Jerry Dover,PG,22,MMP,4,,3.3,0.8,2.3,.333,0.5,1.3,.400,0.3,1.0,.250,.444,0.0,0.0,,0.0,0.0,0.0,0.3,,,0.0,0.8,2.0
37,Jarrett Durham,F,22,NYA,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
38,Jim Eakins,C,25,VIR,84,,32.4,4.4,9.1,.486,0.0,0.0,,4.4,9.1,.486,.486,3.4,4.5,.764,3.5,6.2,9.6,2.2,,,2.3,3.5,12.3
39,Julius Erving*,SF,21,VIR,84,,41.8,10.8,21.7,.498,0.0,0.2,.188,10.8,21.5,.501,.499,5.6,7.5,.745,5.7,10.0,15.7,4.0,,,4.1,3.1,27.3
40,Bobby Fields,G,22,UTS,22,,5.6,1.0,2.2,.458,0.1,0.3,.286,0.9,1.9,.488,.479,0.4,0.6,.615,0.7,0.6,1.4,0.9,,,1.0,1.5,2.5
41,Richard Fisher,PF,23,TOT,12,,5.5,1.5,2.8,.529,0.0,0.0,,1.5,2.8,.529,.529,0.1,0.1,1.000,1.2,1.5,2.7,0.4,,,0.3,0.8,3.1
42,Ronald Franz,SF,26,FLO,74,,24.6,4.6,9.5,.485,0.0,0.1,.182,4.6,9.4,.490,.487,2.3,3.3,.704,1.5,3.1,4.6,1.3,,,1.3,2.8,11.6
43,Donnie Freeman,SG,27,DLC,72,,33.0,8.7,18.6,.470,0.0,0.1,.400,8.7,18.5,.470,.471,6.6,8.0,.825,1.4,1.5,2.9,3.4,,,2.4,2.5,24.1
44,Carl Fuller,C,26,FLO,6,,10.5,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,1.5,2.5,.600,1.2,3.5,4.7,1.0,,,1.2,1.8,3.5
45,Mike Gale,SG,21,KEN,78,,21.8,2.6,5.7,.450,0.0,0.0,.000,2.6,5.7,.453,.450,1.2,1.8,.679,1.3,2.2,3.5,2.6,,,1.4,2.6,6.4
46,Artis Gilmore*,C,22,KEN,84,,43.6,9.6,16.0,.598,0.0,0.0,,9.6,16.0,.598,.598,4.7,7.2,.646,5.0,12.7,17.8,2.7,,5.0,4.0,3.3,23.8
47,Gerald Govan,PF,30,MMP,83,,41.1,3.3,8.7,.385,0.0,0.0,,3.3,8.7,.385,.385,2.0,2.8,.704,3.7,10.5,14.2,4.2,,,2.9,3.1,8.6
48,Bob Greacen,SF,24,NYA,4,,5.0,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.3,0.3,0.5,0.3,,,0.5,0.3,0.5
49,Mike Grosso,C,24,PTC,25,,13.4,1.8,4.1,.441,0.0,0.0,,1.8,4.1,.441,.441,0.5,0.9,.565,2.0,3.0,4.9,0.4,,,0.8,2.6,4.1
50,Shaler Halimon,SF,26,DLC,55,,14.0,2.2,5.3,.418,0.0,0.0,.000,2.2,5.3,.421,.418,1.1,1.6,.721,1.1,1.8,2.8,1.3,,,0.8,1.6,5.6
51,Joe Hamilton,PG,23,DLC,82,,23.9,3.9,9.6,.401,0.6,1.6,.348,3.3,8.0,.411,.430,2.5,3.1,.785,0.5,1.9,2.4,2.9,,,1.3,2.5,10.7
52,Julian Hammond,SF,28,DNR,25,,16.4,2.6,5.6,.471,0.0,0.0,,2.6,5.6,.471,.471,1.2,2.0,.620,1.9,2.7,4.6,1.2,,,1.2,1.9,6.5
53,Ira Harge,C,30,TOT,84,,27.0,3.7,8.1,.462,0.0,0.0,.000,3.7,8.1,.463,.462,1.2,1.8,.693,2.8,6.5,9.3,1.5,,,1.9,3.2,8.7
54,Wayne Hightower,PF,32,CAR,13,,10.8,1.5,4.9,.313,0.0,0.2,.000,1.5,4.8,.323,.313,2.3,2.8,.833,1.3,2.0,3.3,0.8,,,0.9,1.5,5.4
55,Simmie Hill,SF,25,DLC,70,,26.4,4.0,9.0,.447,0.1,0.2,.308,4.0,8.8,.450,.450,1.8,2.3,.787,1.8,4.0,5.8,1.3,,,1.8,3.3,9.9
56,Darnell Hillman,PF,22,INA,73,,19.0,2.7,5.6,.488,0.0,0.1,.200,2.7,5.5,.491,.489,1.6,2.4,.644,2.1,4.5,6.5,0.7,,,1.2,2.9,7.1
57,Les Hunter,PF,29,KEN,70,,13.8,2.6,5.5,.478,0.1,0.2,.313,2.5,5.2,.485,.484,1.4,2.1,.701,0.9,2.3,3.2,1.3,,,1.3,2.2,6.7
58,George Irvine,SF,23,VIR,75,,18.2,2.7,5.3,.504,0.0,0.1,.300,2.6,5.2,.509,.508,0.7,1.0,.720,1.1,1.8,2.9,0.9,,,1.0,2.7,6.1
59,Dan Issel*,PF,23,KEN,83,,43.0,11.7,24.1,.486,0.0,0.1,.273,11.7,24.0,.487,.487,7.1,9.1,.785,4.3,7.0,11.2,2.3,,,2.9,2.9,30.6
60,Warren Jabali,SG,25,FLO,81,,40.9,7.0,16.1,.436,1.3,3.5,.358,5.8,12.6,.458,.475,4.6,6.1,.756,2.1,6.0,8.1,6.1,,,4.1,3.7,19.9
61,Mervin Jackson,PG,25,UTS,52,,21.8,3.6,7.9,.449,0.1,0.3,.333,3.5,7.6,.453,.455,1.8,2.1,.844,0.9,1.4,2.4,3.0,,,1.7,2.9,9.0
62,George Johnson,C,24,DLC,67,,22.0,1.9,4.2,.454,0.0,0.0,,1.9,4.2,.454,.454,0.9,1.5,.592,1.9,5.0,6.9,0.9,,,1.3,3.1,4.7
63,Neil Johnson,PF,28,VIR,31,,28.2,4.1,8.8,.469,0.0,0.1,.333,4.1,8.7,.470,.471,2.1,3.0,.691,3.5,5.7,9.2,2.5,,,2.2,4.0,10.4
64,Stew Johnson,PF,27,TOT,67,,22.9,5.5,13.0,.421,0.2,0.7,.340,5.3,12.3,.426,.430,1.1,1.5,.737,1.7,4.0,5.7,1.3,,,1.4,2.4,12.3
65,Collis Jones,PF,22,DLC,78,,18.3,2.1,4.8,.438,0.0,0.1,.250,2.1,4.7,.440,.440,1.3,2.0,.636,2.0,2.3,4.3,1.0,,,1.1,2.6,5.4
66,Jimmy Jones,PG,27,UTS,78,,37.2,5.9,11.6,.512,0.0,0.1,.167,5.9,11.5,.514,.512,3.6,4.6,.779,1.2,3.7,4.8,6.2,,,3.5,3.2,15.5
67,Larry Jones,SG,29,FLO,66,,34.2,6.4,12.1,.531,0.3,0.9,.300,6.1,11.2,.550,.542,4.5,5.7,.804,2.0,2.7,4.7,3.2,,,2.0,3.1,17.6
68,Rich Jones,SF,25,DLC,82,,35.8,5.8,12.8,.451,0.2,0.6,.298,5.6,12.3,.458,.458,2.6,3.4,.760,2.4,6.1,8.5,2.7,,,1.9,3.6,14.3
69,Steve Jones,SG,29,DLC,84,,36.8,6.8,16.0,.426,0.3,0.9,.333,6.5,15.1,.432,.436,4.4,5.0,.870,0.9,2.9,3.8,2.8,,,2.4,3.2,18.3
70,Wil Jones,SF,24,MMP,84,,36.9,6.0,12.8,.469,0.0,0.2,.125,6.0,12.6,.475,.470,2.9,3.8,.750,4.4,6.0,10.4,1.8,,,1.9,3.8,14.9
71,Bill Keller,PG,24,INA,76,,22.8,3.5,8.1,.426,0.7,2.2,.331,2.7,5.9,.462,.472,2.0,2.3,.879,0.8,1.3,2.2,3.5,,,1.7,1.6,9.7
72,Arvesta Kelly,SG,26,TOT,12,,9.3,1.1,2.4,.448,0.1,0.3,.333,1.0,2.2,.462,.466,0.3,0.3,.750,0.4,0.8,1.3,1.2,,,0.7,1.7,2.5
73,Goo Kennedy,PF,22,DLC,65,,22.4,3.6,6.2,.576,0.0,0.0,,3.6,6.2,.576,.576,1.4,2.0,.662,2.6,4.9,7.5,1.0,,,1.2,4.0,8.6
74,Julius Keye,PF,25,DNR,84,,30.4,2.3,5.7,.403,0.0,0.0,.000,2.3,5.6,.405,.403,1.3,2.1,.621,3.8,7.9,11.7,1.8,,,1.7,4.1,5.9
75,Loyd King,SG,22,MMP,74,,15.6,2.5,6.7,.374,0.3,1.2,.241,2.2,5.5,.403,.396,1.3,1.6,.807,0.5,1.0,1.5,1.4,,,1.0,2.3,6.6
76,Wendell Ladner,SF,23,TOT,82,,29.8,6.0,15.7,.382,0.7,2.9,.258,5.2,12.8,.409,.405,1.5,1.9,.767,3.0,7.2,10.2,2.0,,,2.6,4.2,14.2
77,Dave Lattin,PF,28,PTC,64,,23.2,5.1,9.5,.544,0.0,0.0,.000,5.1,9.4,.545,.544,2.3,3.8,.612,2.1,3.7,5.9,0.8,,,1.7,2.8,12.6
78,Manny Leaks,C,26,TOT,69,,20.9,3.5,8.4,.414,0.0,0.0,.000,3.5,8.4,.415,.414,1.1,1.8,.612,2.1,3.9,6.0,0.8,,,1.1,2.0,8.0
79,George Lehmann,PG-SG,29,TOT,53,,36.2,5.7,12.5,.457,1.3,3.8,.357,4.4,8.8,.500,.511,3.2,3.6,.880,0.4,1.4,1.8,7.8,,,4.0,2.9,16.0
80,Freddie Lewis,PG,28,INA,77,,35.2,5.3,12.3,.428,0.4,1.3,.310,4.9,11.0,.442,.444,4.4,5.1,.861,1.7,2.5,4.2,4.7,,,2.5,3.0,15.4
81,Mike Lewis,C,25,PTC,82,,31.9,4.7,8.7,.540,0.0,0.0,,4.7,8.7,.540,.540,2.0,2.8,.730,4.4,7.8,12.1,3.9,,,2.9,3.8,11.4
82,Goose Ligon,PF,27,TOT,82,,28.5,2.6,5.2,.498,0.0,0.1,.167,2.6,5.1,.502,.499,1.7,2.6,.650,2.8,5.7,8.5,2.0,,,1.5,3.2,6.9
83,Gene Littles,PG,28,CAR,69,,29.1,4.1,8.8,.463,0.1,0.4,.269,4.0,8.4,.472,.469,2.6,3.4,.751,1.8,2.2,4.0,3.4,,,1.5,2.6,10.8
84,Willie Long,PF,21,FLO,75,,25.7,4.5,10.1,.442,0.0,0.0,.000,4.5,10.1,.442,.442,2.7,3.9,.708,2.1,4.7,6.8,0.9,,,1.8,2.9,11.7
85,Mike Maloy,PF,22,VIR,7,,10.4,1.7,5.0,.343,0.0,0.0,,1.7,5.0,.343,.343,0.3,0.3,1.000,0.9,1.6,2.4,0.3,,,1.3,2.0,3.7
86,Ed Manning,SF,28,CAR,77,,21.4,3.0,6.5,.457,0.0,0.0,.000,3.0,6.4,.460,.457,1.2,1.5,.833,1.5,4.2,5.7,0.8,,,1.1,2.9,7.2
87,Ted McClain,SG,25,CAR,64,,14.1,2.3,6.5,.357,0.2,0.8,.245,2.1,5.7,.373,.372,1.7,2.2,.775,0.7,1.2,1.9,1.9,,,1.8,2.3,6.5
88,Jim McDaniels,C,23,CAR,58,,37.4,11.4,22.0,.516,0.0,0.0,,11.4,22.0,.516,.516,4.0,5.6,.722,4.3,9.7,14.0,1.7,,,2.9,4.3,26.8
89,Roderick McDonald,SF,26,UTS,33,,7.0,1.0,2.3,.447,0.0,0.1,.000,1.0,2.2,.459,.447,0.8,1.1,.730,1.0,1.3,2.2,0.5,,,0.7,1.2,2.9
90,George McGinnis*,SF,21,INA,73,,29.8,6.4,13.7,.465,0.1,0.5,.158,6.3,13.2,.478,.468,4.1,6.3,.645,4.0,5.8,9.7,1.9,,,3.5,3.6,16.9
91,Bill Melchionni,PG,27,NYA,80,,41.6,8.4,16.8,.499,0.0,0.2,.105,8.4,16.6,.505,.500,4.2,5.2,.808,0.6,2.5,3.1,8.4,,,3.9,3.4,21.0
92,Larry Miller,SG,25,CAR,83,,38.5,6.8,14.8,.458,0.1,0.6,.255,6.6,14.2,.466,.463,4.7,6.0,.791,2.1,2.7,4.8,2.8,,,2.3,2.8,18.4
93,Steve Mix,F,24,DNR,1,,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,,,0.0,1.0,2.0
94,Doug Moe,SF,33,VIR,67,,22.0,2.6,6.2,.422,0.0,0.1,.111,2.6,6.1,.429,.423,1.6,1.9,.806,1.2,2.4,3.6,2.2,,,1.7,2.6,6.8
95,Gene Moore,C,26,TOT,77,,18.3,3.3,7.1,.464,0.0,0.0,.333,3.3,7.0,.465,.465,1.2,1.6,.742,2.3,3.9,6.3,0.7,,,1.9,2.9,7.7
96,Rick Mount,SG,25,INA,78,,27.3,5.4,12.2,.443,0.7,2.3,.317,4.7,9.9,.472,.473,2.8,3.3,.828,0.6,1.4,2.0,2.9,,,1.8,3.0,14.3
97,Bob Netolicky,PF,29,INA,83,,35.0,6.3,13.1,.479,0.0,0.2,.211,6.2,12.9,.484,.481,2.4,3.4,.724,3.2,6.0,9.2,1.0,,,2.0,2.2,15.1
98,Johnny Neumann,SG,20,MMP,77,,25.6,7.1,17.2,.410,0.3,1.7,.203,6.7,15.6,.433,.420,3.8,5.0,.761,2.5,1.6,4.2,1.9,,,3.1,3.7,18.3
99,Rich Niemann,C,25,DLC,33,,15.9,1.5,3.0,.490,0.0,0.0,,1.5,3.0,.490,.490,0.8,1.0,.735,1.4,3.3,4.7,0.7,,,0.8,2.6,3.7
100,Jimmy O'Brien,PG,21,TOT,84,,21.2,2.1,5.2,.397,0.1,0.4,.219,2.0,4.8,.411,.405,0.8,1.0,.813,0.7,1.8,2.5,4.4,,,1.8,2.3,5.0
101,Tom Owens,C,22,TOT,69,,16.2,2.9,5.8,.490,0.0,0.1,.200,2.8,5.8,.494,.491,1.6,2.5,.623,2.4,3.3,5.7,0.7,,,1.2,2.5,7.3
102,Dana Pagett,G,22,VIR,5,,6.8,0.2,1.8,.111,0.2,0.6,.333,0.0,1.2,.000,.167,0.4,0.6,.667,0.2,0.4,0.6,1.2,,,0.6,1.6,1.0
103,Billy Paultz,C,23,NYA,83,,34.0,6.0,12.3,.488,0.0,0.0,.000,6.0,12.3,.489,.488,2.5,3.6,.692,3.2,9.3,12.5,1.5,,,2.6,3.6,14.5
104,George Peeples,C,28,DLC,6,,20.8,1.8,4.2,.440,0.0,0.0,,1.8,4.2,.440,.440,1.2,1.8,.636,2.5,3.3,5.8,0.8,,,1.5,1.7,4.8
105,Gene Phillips,G,23,DLC,28,,6.2,1.1,2.7,.395,0.3,0.6,.412,0.8,2.1,.390,.441,0.4,0.5,.786,0.1,0.6,0.8,0.5,,,0.3,0.8,2.8
106,Walter Piatkowski,PF,26,FLO,6,,4.7,0.5,2.7,.188,0.0,0.0,,0.5,2.7,.188,.188,0.0,0.0,,0.2,0.2,0.3,0.3,,,0.5,0.3,1.0
107,Cincinnatus Powell,SF,29,KEN,65,,35.2,6.6,14.0,.474,0.1,0.2,.308,6.6,13.8,.477,.476,2.8,3.9,.723,2.4,5.3,7.7,3.6,,,2.7,3.4,16.1
108,Mike Pratt,SG,23,KEN,65,,13.7,2.0,4.6,.442,0.2,0.6,.400,1.8,4.0,.448,.468,1.3,1.5,.857,1.0,1.4,2.4,1.5,,,1.2,2.3,5.6
109,Mike Price,SG,23,INA,4,,6.3,0.8,2.3,.333,0.0,0.0,,0.8,2.3,.333,.333,0.0,0.0,,0.3,1.0,1.3,0.3,,,1.0,1.0,1.5
110,Bob Quick,SF,25,DLC,6,,9.5,1.3,2.5,.533,0.0,0.0,,1.3,2.5,.533,.533,1.7,1.7,1.000,1.0,1.3,2.3,0.2,,,0.7,1.5,4.3
111,Craig Raymond,C,26,FLO,64,,13.9,1.6,3.5,.458,0.0,0.0,.000,1.6,3.5,.464,.458,0.8,1.2,.632,1.0,3.5,4.4,1.0,,,1.4,1.7,4.0
112,Red Robbins,PF,27,UTS,78,,32.9,4.9,9.6,.504,0.4,0.9,.408,4.5,8.7,.514,.523,2.1,2.6,.831,2.8,6.3,9.1,1.6,,,1.1,2.2,12.2
113,Marv Roberts,SF,22,DNR,68,,15.4,3.2,7.8,.407,0.0,0.1,.250,3.2,7.8,.408,.408,1.3,1.8,.717,1.8,2.5,4.3,0.9,,,1.1,2.2,7.7
114,Samuel Robinson,SF,24,FLO,51,,13.5,2.5,5.9,.420,0.0,0.0,.000,2.5,5.8,.423,.420,1.1,1.3,.794,1.1,1.5,2.7,0.9,,,0.5,1.4,6.0
115,Dave Robisch,C,22,DNR,84,,28.8,6.0,13.5,.444,0.0,0.1,.000,6.0,13.5,.446,.444,3.5,5.0,.702,3.4,6.2,9.6,2.4,,,1.3,3.0,15.5
116,John Roche,SG,22,NYA,82,,31.6,4.9,10.5,.469,0.1,0.4,.343,4.8,10.0,.475,.476,2.9,3.8,.772,0.5,1.5,2.1,3.2,,,2.3,2.6,12.9
117,Paul Ruffner,C,23,PTC,79,,13.4,2.3,4.8,.478,0.0,0.0,,2.3,4.8,.478,.478,1.1,1.5,.730,1.5,2.8,4.3,0.7,,,0.9,2.3,5.7
118,Pierre Russell,SG,22,KEN,51,,7.8,1.3,3.0,.425,0.0,0.1,.000,1.3,2.9,.433,.425,0.3,0.4,.762,0.8,1.0,1.8,1.0,,,0.6,1.1,2.9
119,Ron Sanford,F,25,DLC,1,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
120,Charlie Scott*,SG,23,VIR,73,,41.9,13.5,30.0,.449,0.4,1.5,.264,13.1,28.5,.459,.456,7.2,9.0,.803,2.4,2.7,5.1,4.8,,,4.7,3.6,34.6
121,Ray Scott,PF,33,VIR,55,,14.9,3.0,7.1,.415,0.0,0.1,.500,2.9,7.1,.414,.417,1.6,2.1,.781,1.3,3.3,4.6,0.7,,,1.0,1.6,7.6
122,Donald Sidle,PF-C,25,TOT,69,,13.9,2.5,5.6,.456,0.0,0.1,.100,2.5,5.4,.465,.457,1.8,2.8,.636,1.7,1.7,3.4,0.4,,,0.8,1.4,6.9
123,Walter Simon,SF,32,KEN,67,,16.6,3.6,6.9,.524,0.0,0.1,.100,3.6,6.8,.533,.525,1.6,2.3,.699,1.1,2.4,3.5,2.0,,,1.1,2.3,8.9
124,Ralph Simpson,SG,22,DNR,84,,35.8,11.0,23.8,.460,0.0,0.3,.136,10.9,23.5,.464,.461,5.4,6.8,.805,2.0,2.7,4.7,3.1,,,3.2,2.9,27.4
125,Adrian Smith,SG,35,VIR,53,,12.9,1.6,3.7,.446,0.0,0.2,.182,1.6,3.5,.462,.451,1.7,1.9,.893,0.3,0.6,0.9,0.8,,,0.6,1.7,5.1
126,Al Smith,SF,25,DNR,83,,21.3,3.5,8.1,.433,0.4,1.3,.299,3.1,6.8,.458,.456,1.8,2.5,.725,1.0,1.7,2.7,3.0,,,2.0,2.9,9.3
127,Willie Sojourner,C,23,VIR,84,,15.6,2.6,5.3,.496,0.0,0.0,,2.6,5.3,.496,.496,1.5,2.3,.642,2.2,3.9,6.1,0.7,,,1.0,2.6,6.8
128,George Stone,SF,25,TOT,24,,15.9,2.0,5.1,.398,0.0,0.4,.111,2.0,4.8,.421,.402,1.0,1.2,.893,0.5,2.0,2.6,1.0,,,0.9,1.7,5.2
129,Skeeter Swift,SG,25,PTC,79,,29.6,5.1,10.8,.468,0.4,1.3,.330,4.7,9.6,.487,.488,2.8,3.4,.845,0.6,1.9,2.5,3.9,,,3.2,3.5,13.4
130,Walt Szczerbiak,SF,22,PTC,53,,11.3,2.8,4.5,.629,0.0,0.0,.000,2.8,4.4,.634,.629,0.7,1.0,.660,1.5,1.3,2.8,0.8,,,0.9,1.9,6.3
131,Fatty Taylor,PG,25,VIR,84,,31.8,3.6,8.1,.450,0.0,0.2,.067,3.6,7.9,.459,.451,2.0,3.1,.636,2.1,2.8,5.0,3.8,,,2.5,3.6,9.3
132,Oliver Taylor,SG,24,NYA,82,,23.1,3.0,6.6,.452,0.0,0.1,.000,3.0,6.5,.457,.452,2.7,3.8,.708,1.6,2.5,4.0,1.9,,,1.9,2.6,8.6
